id,cow_id,activity,model,observation_time,server_time,local_id
262069,328,105,64,2018-08-07 15:50:05+01,2018-08-07 16:00:07.98+01,26
262349,328,493,144,2018-08-07 17:20:05+01,2018-08-07 17:30:06.64+01,26
262625,328,50,214,2018-08-07 18:50:06+01,2018-08-07 19:00:06.24+01,26
262901,328,41,241,2018-08-07 20:20:08+01,2018-08-07 20:30:05.97+01,26
263181,328,45,221,2018-08-07 21:50:09+01,2018-08-07 22:00:06.28+01,26
263460,328,57,108,2018-08-07 23:20:10+01,2018-08-07 23:30:06.19+01,26
263738,328,179,37,2018-08-08 00:50:11+01,2018-08-08 01:00:06.38+01,26
264015,328,165,39,2018-08-08 02:20:12+01,2018-08-08 02:30:07.3+01,26
264294,328,51,51,2018-08-08 03:50:12+01,2018-08-08 04:00:06.55+01,26
264571,328,44,91,2018-08-08 05:20:14+01,2018-08-08 05:30:06.61+01,26
264850,328,72,96,2018-08-08 06:50:15+01,2018-08-08 07:00:07.16+01,26
265129,328,6,82,2018-08-08 08:20:16+01,2018-08-08 08:30:10.9+01,26
265406,328,12,59,2018-08-08 09:50:16+01,2018-08-08 10:00:08.78+01,26
265680,328,63,31,2018-08-08 11:20:17+01,2018-08-08 11:30:08.72+01,26
265963,328,234,20,2018-08-08 12:50:18+01,2018-08-08 13:00:09.41+01,26
266238,328,47,40,2018-08-08 14:20:19+01,2018-08-08 14:30:08.46+01,26
266515,328,53,55,2018-08-08 15:50:20+01,2018-08-08 16:00:07.53+01,26
266794,328,69,57,2018-08-08 17:20:21+01,2018-08-08 17:30:07.08+01,26
267069,328,113,50,2018-08-08 18:50:22+01,2018-08-08 19:00:06.57+01,26
267693,328,9,-15,2018-08-08 20:20:23+01,2018-08-08 20:40:07.89+01,26
268130,328,6,-93,2018-08-08 21:50:23+01,2018-08-08 22:00:06.52+01,26
268518,328,151,-178,2018-08-08 23:20:23+01,2018-08-08 23:30:06.86+01,26
268909,328,11,-200,2018-08-09 00:50:23+01,2018-08-09 01:00:06.77+01,26
269339,328,57,-190,2018-08-09 02:20:24+01,2018-08-09 02:30:07.18+01,26
269758,328,34,-166,2018-08-09 03:50:25+01,2018-08-09 04:00:06.37+01,26
270170,328,51,-138,2018-08-09 05:20:26+01,2018-08-09 05:30:06.75+01,26
270569,328,36,-139,2018-08-09 06:50:27+01,2018-08-09 07:00:08.79+01,26
270967,328,35,-125,2018-08-09 08:20:27+01,2018-08-09 08:30:09.74+01,26
271360,328,20,-105,2018-08-09 09:50:29+01,2018-08-09 10:00:07.21+01,26
271732,328,61,-62,2018-08-09 11:20:30+01,2018-08-09 11:30:07.14+01,26
272182,328,27,-23,2018-08-09 12:50:31+01,2018-08-09 13:10:07.33+01,26
272552,328,39,-17,2018-08-09 14:20:32+01,2018-08-09 14:30:06.72+01,26
272963,328,2,-53,2018-08-09 15:50:33+01,2018-08-09 16:00:07.17+01,26
273344,328,121,-148,2018-08-09 17:20:33+01,2018-08-09 17:30:06.59+01,26
273734,328,41,-222,2018-08-09 18:50:34+01,2018-08-09 19:00:06.73+01,26
274124,328,48,-239,2018-08-09 20:20:36+01,2018-08-09 20:30:06.47+01,26
274536,328,146,-206,2018-08-09 21:50:36+01,2018-08-09 22:00:07.17+01,26
274919,328,10,-146,2018-08-09 23:20:37+01,2018-08-09 23:30:07.58+01,26
275277,328,35,-140,2018-08-10 00:50:37+01,2018-08-10 01:00:07.38+01,26
275640,328,20,-126,2018-08-10 02:20:38+01,2018-08-10 02:30:08.7+01,26
276060,328,44,-138,2018-08-10 03:50:40+01,2018-08-10 04:00:07.39+01,26
276464,328,24,-119,2018-08-10 05:20:41+01,2018-08-10 05:35:06.71+01,26
276826,328,43,-134,2018-08-10 06:50:42+01,2018-08-10 07:05:08.34+01,26
277211,328,31,-125,2018-08-10 08:20:42+01,2018-08-10 08:35:09.39+01,26
277584,328,2,-104,2018-08-10 09:50:43+01,2018-08-10 10:05:07.57+01,26
277921,328,42,-70,2018-08-10 11:20:46+01,2018-08-10 11:35:06.92+01,26
278262,328,67,-35,2018-08-10 12:50:48+01,2018-08-10 13:05:07.21+01,26
278598,328,1,-36,2018-08-10 14:20:48+01,2018-08-10 14:35:07.15+01,26
278930,328,16,-62,2018-08-10 15:50:49+01,2018-08-10 16:05:06.36+01,26
279434,328,50,-142,2018-08-10 17:20:51+01,2018-08-10 17:35:07.13+01,26
279929,328,45,-208,2018-08-10 18:50:51+01,2018-08-10 19:05:07.88+01,26
280347,328,23,-218,2018-08-10 20:20:53+01,2018-08-10 20:35:06.89+01,26
280747,328,109,-200,2018-08-10 21:50:53+01,2018-08-10 22:05:06.96+01,26
281142,328,26,-147,2018-08-10 23:20:54+01,2018-08-10 23:35:06.66+01,26
281495,328,15,-140,2018-08-11 00:50:54+01,2018-08-11 00:55:06.18+01,26
281883,328,4,-130,2018-08-11 02:20:56+01,2018-08-11 02:25:06.94+01,26
282295,328,89,-130,2018-08-11 03:50:58+01,2018-08-11 03:55:06.6+01,26
282699,328,43,-112,2018-08-11 05:20:58+01,2018-08-11 05:25:06.34+01,26
283076,328,2,-126,2018-08-11 06:50:58+01,2018-08-11 06:55:08.91+01,26
283458,328,4,-120,2018-08-11 08:20:59+01,2018-08-11 08:25:09.07+01,26
283834,328,14,-105,2018-08-11 09:51:00+01,2018-08-11 09:55:07.53+01,26
284219,328,28,-80,2018-08-11 11:21:00+01,2018-08-11 11:25:07.36+01,26
284627,328,106,-46,2018-08-11 12:51:01+01,2018-08-11 12:55:06.57+01,26
285030,328,3,-38,2018-08-11 14:21:02+01,2018-08-11 14:25:06.41+01,26
285396,328,37,-54,2018-08-11 15:51:02+01,2018-08-11 15:55:06.69+01,26
285795,328,5,-118,2018-08-11 17:21:03+01,2018-08-11 17:25:06.36+01,26
286183,328,26,-179,2018-08-11 18:51:03+01,2018-08-11 18:55:06.47+01,26
286578,328,69,-192,2018-08-11 20:21:06+01,2018-08-11 20:25:07.13+01,26
301494,328,12,-191,2018-08-11 21:51:07+01,2018-08-15 21:55:49.42+01,26
301495,328,17,-150,2018-08-11 23:21:07+01,2018-08-15 21:55:49.42+01,26
301496,328,5,-146,2018-08-12 00:51:08+01,2018-08-15 21:55:49.42+01,26
301497,328,48,-139,2018-08-12 02:21:09+01,2018-08-15 21:55:49.42+01,26
301498,328,31,-129,2018-08-12 03:51:10+01,2018-08-15 21:55:49.42+01,26
301499,328,12,-111,2018-08-12 05:21:11+01,2018-08-15 21:55:49.42+01,26
301500,328,41,-114,2018-08-12 06:51:12+01,2018-08-15 21:55:49.42+01,26
301501,328,10,-105,2018-08-12 08:21:12+01,2018-08-15 21:55:49.42+01,26
301502,328,2,-91,2018-08-12 09:51:13+01,2018-08-15 21:55:49.42+01,26
301503,328,9,-65,2018-08-12 11:21:16+01,2018-08-15 21:55:49.42+01,26
301504,328,36,-43,2018-08-12 12:51:18+01,2018-08-15 21:55:49.42+01,26
301505,328,10,-42,2018-08-12 14:21:18+01,2018-08-15 21:55:49.42+01,26
301506,328,29,-60,2018-08-12 15:51:20+01,2018-08-15 21:55:49.42+01,26
301507,328,17,-118,2018-08-12 17:21:21+01,2018-08-15 21:55:49.42+01,26
301508,328,17,-166,2018-08-12 18:51:22+01,2018-08-15 21:55:49.42+01,26
301509,328,71,-173,2018-08-12 20:21:21+01,2018-08-15 21:55:49.42+01,26
301510,328,1,-169,2018-08-12 21:51:22+01,2018-08-15 21:55:49.42+01,26
301511,328,53,-133,2018-08-12 23:21:23+01,2018-08-15 21:55:49.42+01,26
301512,328,22,-129,2018-08-13 00:51:25+01,2018-08-15 21:55:49.42+01,26
301513,328,22,-124,2018-08-13 02:21:27+01,2018-08-15 21:55:49.42+01,26
301514,328,131,-107,2018-08-13 03:51:27+01,2018-08-15 21:55:49.42+01,26
301515,328,1,-88,2018-08-13 05:21:27+01,2018-08-15 21:55:49.42+01,26
301516,328,24,-94,2018-08-13 06:51:28+01,2018-08-15 21:55:49.42+01,26
301517,328,3,-88,2018-08-13 08:21:28+01,2018-08-15 21:55:49.42+01,26
301518,328,1,-84,2018-08-13 09:51:29+01,2018-08-15 21:55:49.42+01,26
301519,328,35,-64,2018-08-13 11:21:32+01,2018-08-15 21:55:49.43+01,26
301520,328,7,-43,2018-08-13 12:51:33+01,2018-08-15 21:55:49.43+01,26
301521,328,34,-40,2018-08-13 14:21:34+01,2018-08-15 21:55:49.43+01,26
301522,328,4,-55,2018-08-13 15:51:36+01,2018-08-15 21:55:49.43+01,26
301523,328,32,-109,2018-08-13 17:21:37+01,2018-08-15 21:55:49.43+01,26
301524,328,10,-151,2018-08-13 18:51:38+01,2018-08-15 21:55:49.43+01,26
301525,328,62,-162,2018-08-13 20:21:39+01,2018-08-15 21:55:49.43+01,26
301526,328,3,-156,2018-08-13 21:51:41+01,2018-08-15 21:55:49.43+01,26
301527,328,15,-125,2018-08-13 23:21:41+01,2018-08-15 21:55:49.43+01,26
301528,328,22,-123,2018-08-14 00:51:42+01,2018-08-15 21:55:49.43+01,26
301529,328,24,-117,2018-08-14 02:21:43+01,2018-08-15 21:55:49.43+01,26
301530,328,162,-104,2018-08-14 03:51:44+01,2018-08-15 21:55:49.43+01,26
301531,328,0,-85,2018-08-14 05:21:45+01,2018-08-15 21:55:49.43+01,26
301532,328,2,-91,2018-08-14 06:51:46+01,2018-08-15 21:55:49.43+01,26
301533,328,4,-86,2018-08-14 08:21:47+01,2018-08-15 21:55:49.43+01,26
301534,328,1,-81,2018-08-14 09:51:47+01,2018-08-15 21:55:49.43+01,26
301535,328,14,-65,2018-08-14 11:21:47+01,2018-08-15 21:55:49.43+01,26
301536,328,44,-43,2018-08-14 12:51:49+01,2018-08-15 21:55:49.43+01,26
301537,328,9,-39,2018-08-14 14:21:49+01,2018-08-15 21:55:49.43+01,26
301538,328,42,-50,2018-08-14 15:51:50+01,2018-08-15 21:55:49.43+01,26
301539,328,4,-96,2018-08-14 17:21:51+01,2018-08-15 21:55:49.43+01,26
301540,328,16,-136,2018-08-14 18:51:53+01,2018-08-15 21:55:49.43+01,26
301541,328,52,-144,2018-08-14 20:21:54+01,2018-08-15 21:55:49.43+01,26
301542,328,11,-143,2018-08-14 21:51:55+01,2018-08-15 21:55:49.43+01,26
301543,328,22,-113,2018-08-14 23:21:56+01,2018-08-15 21:55:49.43+01,26
301544,328,1,-113,2018-08-15 00:51:56+01,2018-08-15 21:55:49.43+01,26
301545,328,42,-107,2018-08-15 02:21:57+01,2018-08-15 21:55:49.43+01,26
301546,328,84,-98,2018-08-15 03:52:00+01,2018-08-15 21:55:49.43+01,26
301547,328,7,-83,2018-08-15 05:21:59+01,2018-08-15 21:55:49.43+01,26
301548,328,12,-86,2018-08-15 06:52:00+01,2018-08-15 21:55:49.43+01,26
301549,328,6,-79,2018-08-15 08:22:02+01,2018-08-15 21:55:49.43+01,26
301550,328,1,-71,2018-08-15 09:52:03+01,2018-08-15 21:55:49.43+01,26
301551,328,17,-53,2018-08-15 11:22:03+01,2018-08-15 21:55:49.43+01,26
301552,328,11,-37,2018-08-15 12:52:04+01,2018-08-15 21:55:49.43+01,26
301553,328,3,-35,2018-08-15 14:22:05+01,2018-08-15 21:55:49.43+01,26
301554,328,81,-48,2018-08-15 15:52:05+01,2018-08-15 21:55:49.43+01,26
301555,328,7,-92,2018-08-15 17:22:06+01,2018-08-15 21:55:49.43+01,26
301556,328,29,-127,2018-08-15 18:52:06+01,2018-08-15 21:55:49.43+01,26
301557,328,20,-132,2018-08-15 20:22:06+01,2018-08-15 21:55:49.43+01,26
301558,328,4,-131,2018-08-15 21:52:09+01,2018-08-15 21:55:49.43+01,26
306812,328,17,-89,2018-08-15 23:22:11+01,2018-08-15 23:30:08.19+01,26
307099,328,22,-62,2018-08-16 00:52:12+01,2018-08-16 01:00:09.08+01,26
307382,328,8,-62,2018-08-16 02:22:12+01,2018-08-16 02:30:07.28+01,26
307657,328,33,-61,2018-08-16 03:52:14+01,2018-08-16 04:00:07.03+01,26
307937,328,7,-73,2018-08-16 05:22:14+01,2018-08-16 05:30:07.27+01,26
308211,328,7,-75,2018-08-16 06:52:16+01,2018-08-16 07:00:06.88+01,26
308481,328,2,-61,2018-08-16 08:22:16+01,2018-08-16 08:30:07.39+01,26
308752,328,0,-46,2018-08-16 09:52:18+01,2018-08-16 10:00:06.91+01,26
309026,328,15,-33,2018-08-16 11:22:19+01,2018-08-16 11:30:07.69+01,26
309314,328,13,-29,2018-08-16 12:52:21+01,2018-08-16 13:00:07.58+01,26
309592,328,27,-33,2018-08-16 14:22:22+01,2018-08-16 14:30:07.59+01,26
309864,328,5,-45,2018-08-16 15:52:23+01,2018-08-16 16:00:08.36+01,26
310144,328,26,-56,2018-08-16 17:22:23+01,2018-08-16 17:30:07.94+01,26
310428,328,16,-59,2018-08-16 18:52:25+01,2018-08-16 19:00:08.57+01,26
310706,328,35,-54,2018-08-16 20:22:26+01,2018-08-16 20:30:08.07+01,26
310977,328,32,-39,2018-08-16 21:52:27+01,2018-08-16 22:00:07.78+01,26
311260,328,33,-28,2018-08-16 23:22:28+01,2018-08-16 23:30:06.33+01,26
311539,328,8,-28,2018-08-17 00:52:28+01,2018-08-17 01:00:06.8+01,26
311812,328,33,-26,2018-08-17 02:22:28+01,2018-08-17 02:30:06.79+01,26
312095,328,15,-14,2018-08-17 03:52:30+01,2018-08-17 04:00:06.56+01,26
312379,328,3,-15,2018-08-17 05:22:31+01,2018-08-17 05:30:06.35+01,26
312660,328,15,-23,2018-08-17 06:52:31+01,2018-08-17 07:00:06.33+01,26
312933,328,18,-27,2018-08-17 08:22:31+01,2018-08-17 08:30:09.17+01,26
313239,328,4,-27,2018-08-17 09:52:32+01,2018-08-17 10:10:07.81+01,26
313484,328,18,-28,2018-08-17 11:22:34+01,2018-08-17 11:30:07.9+01,26
313775,328,36,-24,2018-08-17 12:52:35+01,2018-08-17 13:00:08.24+01,26
314054,328,11,-22,2018-08-17 14:22:35+01,2018-08-17 14:30:08.38+01,26
314326,328,13,-18,2018-08-17 15:52:36+01,2018-08-17 16:00:08.27+01,26
314611,328,5,-16,2018-08-17 17:22:37+01,2018-08-17 17:30:08.09+01,26
314886,328,1,-19,2018-08-17 18:52:38+01,2018-08-17 19:00:06.61+01,26
315174,328,34,-22,2018-08-17 20:22:39+01,2018-08-17 20:30:07+01,26
315452,328,28,-39,2018-08-17 21:52:39+01,2018-08-17 22:00:06.94+01,26
315733,328,6,-44,2018-08-17 23:22:40+01,2018-08-17 23:30:06.01+01,26
316009,328,19,-43,2018-08-18 00:52:42+01,2018-08-18 01:00:06.9+01,26
316294,328,15,-42,2018-08-18 02:22:42+01,2018-08-18 02:30:06.87+01,26
316572,328,56,-24,2018-08-18 03:52:42+01,2018-08-18 04:00:06.95+01,26
316850,328,16,-17,2018-08-18 05:22:44+01,2018-08-18 05:30:07.26+01,26
317126,328,7,-12,2018-08-18 06:52:46+01,2018-08-18 07:00:08.88+01,26
317404,328,5,-11,2018-08-18 08:22:48+01,2018-08-18 08:30:09.68+01,26
317681,328,10,-14,2018-08-18 09:52:48+01,2018-08-18 10:00:08.66+01,26
317953,328,16,-16,2018-08-18 11:22:48+01,2018-08-18 11:30:09.25+01,26
318247,328,18,-17,2018-08-18 12:52:48+01,2018-08-18 13:00:08.09+01,26
318546,328,4,-13,2018-08-18 14:22:51+01,2018-08-18 14:30:06.59+01,26
318841,328,31,-12,2018-08-18 15:52:52+01,2018-08-18 16:00:06.71+01,26
319142,328,4,-15,2018-08-18 17:22:53+01,2018-08-18 17:30:06.92+01,26
319439,328,42,-11,2018-08-18 18:52:54+01,2018-08-18 19:00:07.32+01,26
319741,328,66,-7,2018-08-18 20:22:55+01,2018-08-18 20:30:06.79+01,26
320032,328,1,-17,2018-08-18 21:52:55+01,2018-08-18 22:00:06.75+01,26
320311,328,27,-20,2018-08-18 23:22:55+01,2018-08-18 23:30:07.31+01,26
320595,328,8,-24,2018-08-19 00:52:59+01,2018-08-19 01:00:06.71+01,26
320870,328,6,-29,2018-08-19 02:23:01+01,2018-08-19 02:30:07.41+01,26
321155,328,44,-20,2018-08-19 03:53:02+01,2018-08-19 04:00:07.42+01,26
321440,328,2,-20,2018-08-19 05:23:04+01,2018-08-19 05:30:07.31+01,26
321721,328,4,-24,2018-08-19 06:53:04+01,2018-08-19 07:00:08.86+01,26
322002,328,16,-23,2018-08-19 08:23:05+01,2018-08-19 08:30:11.2+01,26
322281,328,2,-17,2018-08-19 09:53:05+01,2018-08-19 10:00:10.09+01,26
322552,328,12,-16,2018-08-19 11:23:05+01,2018-08-19 11:30:09.12+01,26
322845,328,17,-10,2018-08-19 12:53:06+01,2018-08-19 13:00:07.95+01,26
323128,328,3,-14,2018-08-19 14:23:06+01,2018-08-19 14:30:08.18+01,26
323399,328,8,-19,2018-08-19 15:53:07+01,2018-08-19 16:00:07.33+01,26
323689,328,32,-22,2018-08-19 17:23:07+01,2018-08-19 17:30:07.32+01,26
323969,328,62,-15,2018-08-19 18:53:09+01,2018-08-19 19:00:07.26+01,26
324249,328,43,-8,2018-08-19 20:23:10+01,2018-08-19 20:30:07.89+01,26
324533,328,3,1,2018-08-19 21:53:11+01,2018-08-19 22:00:07.53+01,26
324813,328,26,5,2018-08-19 23:23:14+01,2018-08-19 23:30:07.85+01,26
325096,328,23,3,2018-08-20 00:53:15+01,2018-08-20 01:00:08.82+01,26
325377,328,13,-5,2018-08-20 02:23:17+01,2018-08-20 02:30:08.92+01,26
325658,328,54,-10,2018-08-20 03:53:17+01,2018-08-20 04:00:09.96+01,26
325949,328,6,-13,2018-08-20 05:23:18+01,2018-08-20 05:35:09.66+01,26
326234,328,1,-17,2018-08-20 06:53:19+01,2018-08-20 07:05:10.04+01,26
326513,328,6,-20,2018-08-20 08:23:20+01,2018-08-20 08:35:12.59+01,26
326795,328,1,-17,2018-08-20 09:53:22+01,2018-08-20 10:05:10.58+01,26
327071,328,37,-19,2018-08-20 11:23:22+01,2018-08-20 11:35:10.5+01,26
327356,328,26,-10,2018-08-20 12:53:23+01,2018-08-20 13:05:10.64+01,26
327635,328,3,-10,2018-08-20 14:23:24+01,2018-08-20 14:35:09.01+01,26
327909,328,13,-8,2018-08-20 15:53:24+01,2018-08-20 16:05:15.06+01,26
328194,328,17,-5,2018-08-20 17:23:25+01,2018-08-20 17:35:06.32+01,26
328468,328,8,-9,2018-08-20 18:53:24+01,2018-08-20 19:05:07.11+01,26
328749,328,45,-13,2018-08-20 20:23:26+01,2018-08-20 20:35:06.38+01,26
329029,328,1,-15,2018-08-20 21:53:26+01,2018-08-20 22:05:06.76+01,26
329307,328,126,-12,2018-08-20 23:23:26+01,2018-08-20 23:35:06.71+01,26
329588,328,5,-9,2018-08-21 00:53:28+01,2018-08-21 01:05:06.49+01,26
329871,328,21,-11,2018-08-21 02:23:29+01,2018-08-21 02:35:07.22+01,26
330155,328,65,-5,2018-08-21 03:53:31+01,2018-08-21 04:05:06.82+01,26
330433,328,12,-8,2018-08-21 05:23:32+01,2018-08-21 05:35:06.89+01,26
330710,328,23,-8,2018-08-21 06:53:33+01,2018-08-21 07:05:08.52+01,26
330985,328,4,-7,2018-08-21 08:23:33+01,2018-08-21 08:35:09.06+01,26
331266,328,2,0,2018-08-21 09:53:34+01,2018-08-21 10:05:09.39+01,26
331545,328,12,0,2018-08-21 11:23:36+01,2018-08-21 11:35:08.77+01,26
331824,328,14,-4,2018-08-21 12:53:39+01,2018-08-21 13:05:07.93+01,26
332099,328,12,-12,2018-08-21 14:23:38+01,2018-08-21 14:35:06.93+01,26
332373,328,8,-14,2018-08-21 15:53:39+01,2018-08-21 16:05:06.72+01,26
332649,328,1,-14,2018-08-21 17:23:40+01,2018-08-21 17:35:06.68+01,26
332921,328,42,-16,2018-08-21 18:53:41+01,2018-08-21 19:05:06.25+01,26
333208,328,38,-19,2018-08-21 20:23:43+01,2018-08-21 20:35:06+01,26
333486,328,4,-22,2018-08-21 21:53:45+01,2018-08-21 22:05:07.46+01,26
333771,328,28,-21,2018-08-21 23:23:47+01,2018-08-21 23:35:06.23+01,26
334055,328,8,-21,2018-08-22 00:53:48+01,2018-08-22 01:05:06.35+01,26
334331,328,102,-15,2018-08-22 02:23:48+01,2018-08-22 02:35:06.86+01,26
334609,328,76,4,2018-08-22 03:53:49+01,2018-08-22 04:05:06.7+01,26
334892,328,11,11,2018-08-22 05:23:51+01,2018-08-22 05:35:06+01,26
335162,328,14,28,2018-08-22 06:53:51+01,2018-08-22 07:05:09.04+01,26
335439,328,11,27,2018-08-22 08:23:54+01,2018-08-22 08:35:09.28+01,26
335719,328,4,22,2018-08-22 09:53:56+01,2018-08-22 10:05:08.14+01,26
335990,328,10,13,2018-08-22 11:23:58+01,2018-08-22 11:35:07.56+01,26
336281,328,16,0,2018-08-22 12:53:59+01,2018-08-22 13:05:06.74+01,26
336561,328,3,-12,2018-08-22 14:23:59+01,2018-08-22 14:35:06.53+01,26
336829,328,41,-14,2018-08-22 15:54:00+01,2018-08-22 16:05:06.67+01,26
337110,328,1,-14,2018-08-22 17:24:01+01,2018-08-22 17:35:06.31+01,26
337384,328,41,-18,2018-08-22 18:54:01+01,2018-08-22 19:05:06.58+01,26
337907,328,38,-17,2018-08-22 20:24:02+01,2018-08-22 20:35:07.54+01,26
338524,328,34,-17,2018-08-22 21:54:04+01,2018-08-22 22:05:11.35+01,26
339017,328,2,-17,2018-08-22 23:24:05+01,2018-08-22 23:35:07.06+01,26
339528,328,50,-11,2018-08-23 00:54:06+01,2018-08-23 01:05:06.72+01,26
340066,328,3,-15,2018-08-23 02:24:08+01,2018-08-23 02:35:07.35+01,26
340569,328,92,-16,2018-08-23 03:54:09+01,2018-08-23 04:05:07.01+01,26
341110,328,5,-13,2018-08-23 05:24:10+01,2018-08-23 05:35:06.66+01,26
341572,328,10,-24,2018-08-23 06:54:11+01,2018-08-23 07:05:08.62+01,26
342019,328,23,-17,2018-08-23 08:24:10+01,2018-08-23 08:35:11.92+01,26
342477,328,3,-4,2018-08-23 09:54:13+01,2018-08-23 10:05:06.36+01,26
342893,328,26,-3,2018-08-23 11:24:13+01,2018-08-23 11:35:06.32+01,26
343229,328,49,12,2018-08-23 12:54:14+01,2018-08-23 13:05:06.43+01,26
343534,328,12,4,2018-08-23 14:24:16+01,2018-08-23 14:35:06.52+01,26
343826,328,74,20,2018-08-23 15:54:18+01,2018-08-23 16:05:06.08+01,26
344124,328,1,29,2018-08-23 17:24:19+01,2018-08-23 17:35:06.33+01,26
344417,328,25,28,2018-08-23 18:54:23+01,2018-08-23 19:05:06.77+01,26
344720,328,67,21,2018-08-23 20:24:23+01,2018-08-23 20:35:07.24+01,26
345015,328,17,0,2018-08-23 21:54:26+01,2018-08-23 22:05:07.16+01,26
345311,328,52,2,2018-08-23 23:24:27+01,2018-08-23 23:35:06.33+01,26
345599,328,58,24,2018-08-24 00:54:29+01,2018-08-24 01:05:06.73+01,26
345906,328,3,23,2018-08-24 02:24:30+01,2018-08-24 02:35:06.57+01,26
346205,328,35,29,2018-08-24 03:54:32+01,2018-08-24 04:05:06.43+01,26
346500,328,4,-2,2018-08-24 05:24:32+01,2018-08-24 05:35:06.29+01,26
346792,328,14,-59,2018-08-24 06:54:34+01,2018-08-24 07:05:09.71+01,26
347084,328,5,-68,2018-08-24 08:24:36+01,2018-08-24 08:35:09.42+01,26
347385,328,3,-61,2018-08-24 09:54:37+01,2018-08-24 10:05:08.54+01,26
347688,328,28,-40,2018-08-24 11:24:39+01,2018-08-24 11:35:08.41+01,26
347981,328,2,-17,2018-08-24 12:54:39+01,2018-08-24 13:05:06.65+01,26
348282,328,12,-24,2018-08-24 14:24:39+01,2018-08-24 14:35:07.11+01,26
348569,328,35,-23,2018-08-24 15:54:39+01,2018-08-24 16:05:06.72+01,26
348884,328,2,-25,2018-08-24 17:24:40+01,2018-08-24 17:35:06.97+01,26
349219,328,20,-14,2018-08-24 18:54:43+01,2018-08-24 19:25:07.12+01,26
349443,328,60,-13,2018-08-24 20:24:44+01,2018-08-24 20:25:07.21+01,26
349740,328,10,-33,2018-08-24 21:54:45+01,2018-08-24 21:55:06.59+01,26
350031,328,43,-23,2018-08-24 23:24:45+01,2018-08-24 23:25:06.84+01,26
350320,328,33,-7,2018-08-25 00:54:47+01,2018-08-25 00:55:07.17+01,26
350617,328,19,0,2018-08-25 02:24:46+01,2018-08-25 02:25:06.85+01,26
350912,328,29,12,2018-08-25 03:54:49+01,2018-08-25 03:55:06.73+01,26
351208,328,5,-12,2018-08-25 05:24:50+01,2018-08-25 05:25:06.81+01,26
351511,328,65,-46,2018-08-25 06:54:51+01,2018-08-25 06:55:08.08+01,26
351808,328,2,-50,2018-08-25 08:24:53+01,2018-08-25 08:25:07.56+01,26
352121,328,0,-42,2018-08-25 09:54:55+01,2018-08-25 10:00:06.76+01,26
352411,328,43,-19,2018-08-25 11:24:55+01,2018-08-25 11:30:07.25+01,26
352722,328,7,-23,2018-08-25 12:54:56+01,2018-08-25 13:00:07.71+01,26
353010,328,1,-30,2018-08-25 14:24:56+01,2018-08-25 14:30:07.57+01,26
353304,328,76,-47,2018-08-25 15:54:57+01,2018-08-25 16:00:07.34+01,26
353596,328,6,-56,2018-08-25 17:25:00+01,2018-08-25 17:30:07.43+01,26
353886,328,7,-50,2018-08-25 18:55:01+01,2018-08-25 19:00:07.33+01,26
354196,328,90,-36,2018-08-25 20:25:02+01,2018-08-25 20:30:06.9+01,26
354489,328,4,-24,2018-08-25 21:55:03+01,2018-08-25 22:00:07.91+01,26
354780,328,16,-29,2018-08-25 23:25:03+01,2018-08-25 23:30:06.98+01,26
355075,328,21,-48,2018-08-26 00:55:04+01,2018-08-26 01:00:07.46+01,26
355374,328,5,-66,2018-08-26 02:25:04+01,2018-08-26 02:30:07.48+01,26
355675,328,42,-71,2018-08-26 03:55:05+01,2018-08-26 04:00:07.22+01,26
355971,328,7,-58,2018-08-26 05:25:05+01,2018-08-26 05:30:06.69+01,26
356255,328,1,-100,2018-08-26 06:55:06+01,2018-08-26 07:00:09.93+01,26
356551,328,67,-86,2018-08-26 08:25:07+01,2018-08-26 08:30:10.51+01,26
356844,328,7,-58,2018-08-26 09:55:09+01,2018-08-26 10:00:08.85+01,26
357146,328,53,-21,2018-08-26 11:25:11+01,2018-08-26 11:30:09.02+01,26
357449,328,9,15,2018-08-26 12:55:13+01,2018-08-26 13:00:07.39+01,26
357743,328,40,23,2018-08-26 14:25:13+01,2018-08-26 14:30:06.9+01,26
358032,328,4,1,2018-08-26 15:55:13+01,2018-08-26 16:00:07.28+01,26
358328,328,16,-15,2018-08-26 17:25:14+01,2018-08-26 17:30:06.95+01,26
358626,328,5,-29,2018-08-26 18:55:16+01,2018-08-26 19:00:06.84+01,26
358929,328,45,-52,2018-08-26 20:25:16+01,2018-08-26 20:30:06.98+01,26
359220,328,3,-43,2018-08-26 21:55:17+01,2018-08-26 22:00:07.34+01,26
359508,328,18,-57,2018-08-26 23:25:19+01,2018-08-26 23:30:07.32+01,26
359807,328,47,-76,2018-08-27 00:55:20+01,2018-08-27 01:00:07.94+01,26
360105,328,18,-66,2018-08-27 02:25:22+01,2018-08-27 02:30:07.69+01,26
360402,328,28,-60,2018-08-27 03:55:23+01,2018-08-27 04:00:07.45+01,26
360699,328,1,-37,2018-08-27 05:25:23+01,2018-08-27 05:30:07.94+01,26
360988,328,1,-79,2018-08-27 06:55:24+01,2018-08-27 07:00:08.6+01,26
361277,328,13,-86,2018-08-27 08:25:25+01,2018-08-27 08:30:07.97+01,26
361582,328,13,-74,2018-08-27 09:55:25+01,2018-08-27 10:00:08.09+01,26
361872,328,14,-54,2018-08-27 11:25:26+01,2018-08-27 11:30:08.28+01,26
