id,cow_id,collar_id,total_eating,total_rumination,total_other,observation_time,server_time,hour_complete,alert_processed,local_id
103763,200,268,0,1,33,2018-06-20 23:59:59+01,2018-06-21 00:25:08.704107+01,t,t,86
103812,200,268,0,7,33,2018-06-21 00:59:59+01,2018-06-21 00:55:09.573107+01,t,t,86
104042,200,268,21,2,18,2018-06-21 01:59:59+01,2018-06-21 01:55:11.195107+01,t,t,86
104220,200,268,0,3,38,2018-06-21 02:59:59+01,2018-06-21 02:55:09.890107+01,t,t,86
104422,200,268,0,0,40,2018-06-21 03:59:59+01,2018-06-21 03:55:06.599107+01,t,t,86
104652,200,268,17,0,24,2018-06-21 04:59:59+01,2018-06-21 04:55:10.214208+01,t,t,86
104863,200,268,0,5,36,2018-06-21 05:59:59+01,2018-06-21 05:55:10.811809+01,t,t,86
105085,200,268,0,22,18,2018-06-21 06:59:59+01,2018-06-21 06:55:10.963309+01,t,t,86
105282,200,268,0,15,26,2018-06-21 07:59:59+01,2018-06-21 07:55:11.002309+01,t,t,86
105555,200,268,3,21,17,2018-06-21 08:59:59+01,2018-06-21 09:05:09.046309+01,t,t,86
105767,200,268,0,23,18,2018-06-21 09:59:59+01,2018-06-21 10:05:08.734309+01,t,t,86
105962,200,268,0,10,30,2018-06-21 10:59:59+01,2018-06-21 11:05:08.566309+01,t,t,86
106212,200,268,19,9,13,2018-06-21 11:59:59+01,2018-06-21 12:05:11.735309+01,t,t,86
106463,200,268,28,8,5,2018-06-21 12:59:59+01,2018-06-21 13:10:09.587309+01,t,t,86
106669,200,268,26,0,14,2018-06-21 13:59:59+01,2018-06-21 14:10:09.053309+01,t,t,86
106766,200,268,4,0,37,2018-06-21 14:59:59+01,2018-06-21 15:00:12.333309+01,t,t,86
106972,200,268,0,6,35,2018-06-21 15:59:59+01,2018-06-21 16:00:11.188309+01,t,t,86
107180,200,268,14,7,19,2018-06-21 16:59:59+01,2018-06-21 17:00:10.041309+01,t,t,86
107375,200,268,39,0,2,2018-06-21 17:59:59+01,2018-06-21 18:00:11.805309+01,t,t,86
107547,200,268,31,1,9,2018-06-21 18:59:59+01,2018-06-21 19:00:08.389309+01,t,t,86
107780,200,268,0,3,37,2018-06-21 19:59:59+01,2018-06-21 20:00:10.318309+01,t,t,86
107993,200,268,0,10,31,2018-06-21 20:59:59+01,2018-06-21 21:00:11.319309+01,t,t,86
108219,200,268,0,23,18,2018-06-21 21:59:59+01,2018-06-21 22:00:10.982309+01,t,t,86
108391,200,268,39,0,1,2018-06-21 22:59:59+01,2018-06-21 23:00:08.984309+01,t,t,86
108715,200,268,11,0,30,2018-06-21 23:59:59+01,2018-06-22 00:10:08.717309+01,t,t,86
108914,200,268,0,0,41,2018-06-22 00:59:59+01,2018-06-22 01:10:08.524309+01,t,t,86
109131,200,268,0,20,20,2018-06-22 01:59:59+01,2018-06-22 02:10:08.972309+01,t,t,86
109324,200,268,5,12,24,2018-06-22 02:59:59+01,2018-06-22 03:10:10.471309+01,t,t,86
109550,200,268,35,0,6,2018-06-22 03:59:59+01,2018-06-22 04:10:08.757309+01,t,t,86
109629,200,268,14,13,13,2018-06-22 04:59:59+01,2018-06-22 05:00:10.348309+01,t,t,86
109961,200,268,0,31,10,2018-06-22 05:59:59+01,2018-06-22 06:10:09.537309+01,t,t,86
110045,200,268,0,1,40,2018-06-22 06:59:59+01,2018-06-22 07:00:10.010309+01,t,t,86
110242,200,268,12,7,21,2018-06-22 07:59:59+01,2018-06-22 08:00:09.065309+01,t,t,86
110448,200,268,34,5,2,2018-06-22 08:59:59+01,2018-06-22 09:00:11.212309+01,t,t,86
110657,200,268,8,10,23,2018-06-22 09:59:59+01,2018-06-22 10:00:09.850309+01,t,t,86
110857,200,268,0,27,13,2018-06-22 10:59:59+01,2018-06-22 11:00:09.118309+01,t,t,86
111077,200,268,1,6,34,2018-06-22 11:59:59+01,2018-06-22 12:00:10.864309+01,t,t,86
111277,200,268,2,13,26,2018-06-22 12:59:59+01,2018-06-22 13:00:09.440309+01,t,t,86
111527,200,268,0,18,22,2018-06-22 13:59:59+01,2018-06-22 14:00:11.664309+01,t,t,86
111801,200,268,31,0,10,2018-06-22 14:59:59+01,2018-06-22 15:10:08.408309+01,t,t,86
112001,200,268,24,0,17,2018-06-22 15:59:59+01,2018-06-22 16:10:08.829309+01,t,t,86
112216,200,268,8,5,28,2018-06-22 16:59:59+01,2018-06-22 17:10:09.021309+01,t,t,86
112425,200,268,20,0,20,2018-06-22 17:59:59+01,2018-06-22 18:10:09.660309+01,t,t,86
112608,200,268,2,11,28,2018-06-22 18:59:59+01,2018-06-22 19:10:09.637309+01,t,t,86
112742,200,268,0,7,34,2018-06-22 19:59:59+01,2018-06-22 20:00:11.008309+01,t,t,86
112960,200,268,0,17,23,2018-06-22 20:59:59+01,2018-06-22 21:00:12.628309+01,t,t,86
113159,200,268,1,18,22,2018-06-22 21:59:59+01,2018-06-22 22:00:10.296309+01,t,t,86
113390,200,268,1,13,27,2018-06-22 22:59:59+01,2018-06-22 23:00:11.231309+01,t,t,86
113596,200,268,0,27,13,2018-06-22 23:59:59+01,2018-06-23 00:00:12.690309+01,t,t,86
113789,200,268,24,0,17,2018-06-23 00:59:59+01,2018-06-23 01:00:11.199309+01,t,t,86
113988,200,268,41,0,0,2018-06-23 01:59:59+01,2018-06-23 02:00:10.440309+01,t,t,86
114195,200,268,37,0,3,2018-06-23 02:59:59+01,2018-06-23 03:00:12.959309+01,t,t,86
114417,200,268,19,12,10,2018-06-23 03:59:59+01,2018-06-23 04:00:11.138309+01,t,t,86
114657,200,268,0,7,34,2018-06-23 04:59:59+01,2018-06-23 05:10:09.616309+01,t,t,86
114933,200,268,0,3,38,2018-06-23 05:59:59+01,2018-06-23 06:10:08.856309+01,t,t,86
115156,200,268,3,31,6,2018-06-23 06:59:59+01,2018-06-23 07:10:09.547309+01,t,t,86
115360,200,268,1,20,20,2018-06-23 07:59:59+01,2018-06-23 08:10:09.430309+01,t,t,86
115574,200,268,0,38,3,2018-06-23 08:59:59+01,2018-06-23 09:10:09.892309+01,t,t,86
115663,200,268,0,12,28,2018-06-23 09:59:59+01,2018-06-23 10:00:08.898309+01,t,t,86
115872,200,268,18,0,23,2018-06-23 10:59:59+01,2018-06-23 11:00:08.779309+01,t,t,86
116101,200,268,1,12,28,2018-06-23 11:59:59+01,2018-06-23 12:00:11.294309+01,t,t,86
116320,200,268,0,16,24,2018-06-23 12:59:59+01,2018-06-23 13:00:09.539309+01,t,t,86
116539,200,268,35,0,6,2018-06-23 13:59:59+01,2018-06-23 14:00:10.378309+01,t,t,86
116750,200,268,33,1,7,2018-06-23 14:59:59+01,2018-06-23 15:00:11.420309+01,t,t,86
116953,200,268,17,0,23,2018-06-23 15:59:59+01,2018-06-23 16:00:09.266309+01,t,t,86
117168,200,268,0,0,41,2018-06-23 16:59:59+01,2018-06-23 17:00:09.344309+01,t,t,86
117379,200,268,2,27,12,2018-06-23 17:59:59+01,2018-06-23 18:00:11.017309+01,t,t,86
117524,200,268,8,7,25,2018-06-23 18:59:59+01,2018-06-23 18:50:07.839309+01,t,t,86
117926,200,268,35,0,6,2018-06-23 19:59:59+01,2018-06-23 20:10:09.162309+01,t,t,86
118136,200,268,26,0,15,2018-06-23 20:59:59+01,2018-06-23 21:10:08.957309+01,t,t,86
118365,200,268,7,0,33,2018-06-23 21:59:59+01,2018-06-23 22:10:08.442309+01,t,t,86
118571,200,268,0,25,16,2018-06-23 22:59:59+01,2018-06-23 23:10:09.172309+01,t,t,86
118657,200,268,2,7,32,2018-06-23 23:59:59+01,2018-06-24 00:00:10.232309+01,t,t,86
118882,200,268,40,0,0,2018-06-24 00:59:59+01,2018-06-24 01:00:09.603309+01,t,t,86
119083,200,268,30,0,11,2018-06-24 01:59:59+01,2018-06-24 02:00:10.261309+01,t,t,86
119290,200,268,36,0,5,2018-06-24 02:59:59+01,2018-06-24 03:00:11.249309+01,t,t,86
119506,200,268,15,10,16,2018-06-24 03:59:59+01,2018-06-24 04:00:10.364309+01,t,t,86
119727,200,268,14,0,26,2018-06-24 04:59:59+01,2018-06-24 05:00:11.684309+01,t,t,86
119948,200,268,0,12,29,2018-06-24 05:59:59+01,2018-06-24 06:00:13.641309+01,t,t,86
120157,200,268,2,11,28,2018-06-24 06:59:59+01,2018-06-24 07:00:10.943309+01,t,t,86
120371,200,268,17,0,23,2018-06-24 07:59:59+01,2018-06-24 08:00:10.073309+01,t,t,86
120585,200,268,2,18,21,2018-06-24 08:59:59+01,2018-06-24 09:00:11.907309+01,t,t,86
120899,200,268,0,30,11,2018-06-24 09:59:59+01,2018-06-24 10:10:08.748309+01,t,t,86
121092,200,268,11,14,15,2018-06-24 10:59:59+01,2018-06-24 11:10:09.149309+01,t,t,86
121312,200,268,3,1,37,2018-06-24 11:59:59+01,2018-06-24 12:10:09.514309+01,t,t,86
121543,200,268,28,0,13,2018-06-24 12:59:59+01,2018-06-24 13:10:09.582309+01,t,t,86
121652,200,268,8,19,13,2018-06-24 13:59:59+01,2018-06-24 14:00:11.213309+01,t,t,86
121854,200,268,0,7,34,2018-06-24 14:59:59+01,2018-06-24 15:00:11.803309+01,t,t,86
122054,200,268,2,26,13,2018-06-24 15:59:59+01,2018-06-24 16:00:10.530309+01,t,t,86
122262,200,268,0,3,37,2018-06-24 16:59:59+01,2018-06-24 17:00:10.512309+01,t,t,86
122484,200,268,0,13,28,2018-06-24 17:59:59+01,2018-06-24 18:00:11.480309+01,t,t,86
122692,200,268,0,16,25,2018-06-24 18:59:59+01,2018-06-24 19:00:11.782309+01,t,t,86
122909,200,268,20,1,19,2018-06-24 19:59:59+01,2018-06-24 20:00:11.438309+01,t,t,86
123129,200,268,24,3,14,2018-06-24 20:59:59+01,2018-06-24 21:00:12.027309+01,t,t,86
123331,200,268,24,0,17,2018-06-24 21:59:59+01,2018-06-24 22:00:10.799309+01,t,t,86
123551,200,268,12,0,28,2018-06-24 22:59:59+01,2018-06-24 23:00:10.467309+01,t,t,86
123680,200,268,0,0,41,2018-06-24 23:59:59+01,2018-06-24 23:50:07.292309+01,t,t,86
124072,200,268,5,6,30,2018-06-25 00:59:59+01,2018-06-25 01:10:08.409309+01,t,t,86
124283,200,268,28,0,13,2018-06-25 01:59:59+01,2018-06-25 02:10:08.048309+01,t,t,86
124511,200,268,23,0,17,2018-06-25 02:59:59+01,2018-06-25 03:10:11.236309+01,t,t,86
124727,200,268,14,0,27,2018-06-25 03:59:59+01,2018-06-25 04:10:10.108309+01,t,t,86
124830,200,268,0,0,41,2018-06-25 04:59:59+01,2018-06-25 05:00:12.078309+01,t,t,86
125031,200,268,0,9,31,2018-06-25 05:59:59+01,2018-06-25 06:00:11.639309+01,t,t,86
125223,200,268,0,39,2,2018-06-25 06:59:59+01,2018-06-25 07:00:09.556309+01,t,t,86
125435,200,268,0,16,25,2018-06-25 07:59:59+01,2018-06-25 08:00:09.798309+01,t,t,86
125660,200,268,33,6,1,2018-06-25 08:59:59+01,2018-06-25 09:00:11.259309+01,t,t,86
125878,200,268,26,1,14,2018-06-25 09:59:59+01,2018-06-25 10:00:10.583309+01,t,t,86
126098,200,268,0,22,19,2018-06-25 10:59:59+01,2018-06-25 11:00:12.030309+01,t,t,86
126282,200,268,0,16,24,2018-06-25 11:59:59+01,2018-06-25 12:00:10.695+01,t,t,86
126493,200,268,0,25,16,2018-06-25 12:59:59+01,2018-06-25 13:00:09.444+01,t,t,86
126641,200,268,24,0,17,2018-06-25 13:59:59+01,2018-06-25 13:50:07.973+01,t,t,86
126856,200,268,30,4,6,2018-06-25 14:59:59+01,2018-06-25 14:50:09.125+01,t,t,86
127246,200,268,15,16,10,2018-06-25 15:59:59+01,2018-06-25 16:10:08.288499+01,t,t,86
127483,200,268,1,16,24,2018-06-25 16:59:59+01,2018-06-25 17:20:07.12962+01,t,t,86
127678,200,268,1,8,32,2018-06-25 17:59:59+01,2018-06-25 18:10:09.026723+01,t,t,86
127761,200,268,40,0,0,2018-06-25 18:59:59+01,2018-06-25 19:00:09.799827+01,t,t,86
127978,200,268,13,0,28,2018-06-25 19:59:59+01,2018-06-25 20:00:10.126031+01,t,t,86
128183,200,268,0,12,29,2018-06-25 20:59:59+01,2018-06-25 21:00:10.371175+01,t,t,86
128421,200,268,1,16,23,2018-06-25 21:59:59+01,2018-06-25 22:00:11.569339+01,t,t,86
128635,200,268,33,7,1,2018-06-25 22:59:59+01,2018-06-25 23:00:12.6415+01,t,t,86
128848,200,268,28,0,13,2018-06-25 23:59:59+01,2018-06-26 00:00:12.416647+01,t,t,86
129061,200,268,31,1,8,2018-06-26 00:59:59+01,2018-06-26 01:00:11.506851+01,t,t,86
129287,200,268,38,0,3,2018-06-26 01:59:59+01,2018-06-26 02:00:12.625031+01,t,t,86
129485,200,268,0,23,18,2018-06-26 02:59:59+01,2018-06-26 03:00:12.56316+01,t,t,86
129620,200,268,23,6,11,2018-06-26 03:59:59+01,2018-06-26 03:50:09.542363+01,t,t,86
129838,200,268,40,0,1,2018-06-26 04:59:59+01,2018-06-26 04:50:10.049567+01,t,t,86
130216,200,268,32,3,6,2018-06-26 05:59:59+01,2018-06-26 06:10:09.643772+01,t,t,86
130426,200,268,16,6,18,2018-06-26 06:59:59+01,2018-06-26 07:10:09.009976+01,t,t,86
130643,200,268,0,21,20,2018-06-26 07:59:59+01,2018-06-26 08:10:10.024145+01,t,t,86
130771,200,268,0,21,20,2018-06-26 08:59:59+01,2018-06-26 09:00:13.283184+01,t,t,86
130952,200,268,11,0,29,2018-06-26 09:59:59+01,2018-06-26 10:00:10.515452+01,t,t,86
131188,200,268,1,39,1,2018-06-26 10:59:59+01,2018-06-26 11:00:12.924592+01,t,t,86
131381,200,268,10,5,26,2018-06-26 11:59:59+01,2018-06-26 12:00:10.890796+01,t,t,86
131602,200,268,29,7,4,2018-06-26 12:59:59+01,2018-06-26 13:00:10.284+01,t,t,86
131823,200,268,34,0,7,2018-06-26 13:59:59+01,2018-06-26 14:00:11.263901+01,t,t,86
132028,200,268,0,16,25,2018-06-26 14:59:59+01,2018-06-26 15:00:11.892102+01,t,t,86
132228,200,268,1,2,37,2018-06-26 15:59:59+01,2018-06-26 16:00:08.897804+01,t,t,86
132483,200,268,0,0,41,2018-06-26 16:59:59+01,2018-06-26 17:00:12.294804+01,t,t,86
132702,200,268,22,11,8,2018-06-26 17:59:59+01,2018-06-26 18:00:13.472904+01,t,t,86
132801,200,268,35,0,5,2018-06-26 18:59:59+01,2018-06-26 18:50:09.369704+01,t,t,86
133009,200,268,13,10,18,2018-06-26 19:59:59+01,2018-06-26 19:50:10.229506+01,t,t,86
133396,200,268,0,12,29,2018-06-26 20:59:59+01,2018-06-26 21:10:09.353707+01,t,t,86
133613,200,268,0,21,20,2018-06-26 21:59:59+01,2018-06-26 22:10:09.147707+01,t,t,86
133709,200,268,0,3,37,2018-06-26 22:59:59+01,2018-06-26 23:00:11.210007+01,t,t,86
133904,200,268,34,0,7,2018-06-26 23:59:59+01,2018-06-27 00:00:10.320409+01,t,t,86
134129,200,268,41,0,0,2018-06-27 00:59:59+01,2018-06-27 01:00:10.96491+01,t,t,86
134332,200,268,37,0,3,2018-06-27 01:59:59+01,2018-06-27 02:00:10.282312+01,t,t,86
134547,200,268,7,13,21,2018-06-27 02:59:59+01,2018-06-27 03:00:12.139713+01,t,t,86
134779,200,268,0,20,21,2018-06-27 03:59:59+01,2018-06-27 04:00:11.167215+01,t,t,86
134985,200,268,15,12,13,2018-06-27 04:59:59+01,2018-06-27 05:00:11.216616+01,t,t,86
135198,200,268,41,0,0,2018-06-27 05:59:59+01,2018-06-27 06:00:11.987018+01,t,t,86
135422,200,268,40,0,1,2018-06-27 06:59:59+01,2018-06-27 07:00:12.082519+01,t,t,86
135624,200,268,2,25,13,2018-06-27 07:59:59+01,2018-06-27 08:00:12.09092+01,t,t,86
135757,200,268,0,20,21,2018-06-27 08:59:59+01,2018-06-27 08:50:10.342421+01,t,t,86
135969,200,268,0,17,24,2018-06-27 09:59:59+01,2018-06-27 09:50:09.731923+01,t,t,86
136176,200,268,0,12,28,2018-06-27 10:59:59+01,2018-06-27 10:50:09.668324+01,t,t,86
136565,200,268,0,0,41,2018-06-27 11:59:59+01,2018-06-27 12:10:09.416626+01,t,t,86
136659,200,268,36,0,5,2018-06-27 12:59:59+01,2018-06-27 13:00:09.584127+01,t,t,86
136891,200,268,34,0,6,2018-06-27 13:59:59+01,2018-06-27 14:00:11.058529+01,t,t,86
137102,200,268,28,11,2,2018-06-27 14:59:59+01,2018-06-27 15:00:09.887019+01,t,t,86
137308,200,268,6,13,22,2018-06-27 15:59:59+01,2018-06-27 16:00:08.934431+01,t,t,86
137525,200,268,16,5,19,2018-06-27 16:59:59+01,2018-06-27 17:00:09.545833+01,t,t,86
137764,200,268,1,8,32,2018-06-27 17:59:59+01,2018-06-27 18:00:12.800234+01,t,t,86
137986,200,268,0,14,27,2018-06-27 18:59:59+01,2018-06-27 19:00:12.776736+01,t,t,86
138158,200,268,3,10,27,2018-06-27 19:59:59+01,2018-06-27 20:00:11.481137+01,t,t,86
138379,200,268,15,0,26,2018-06-27 20:59:59+01,2018-06-27 21:00:11.37954+01,t,t,86
138591,200,268,41,0,0,2018-06-27 21:59:59+01,2018-06-27 22:00:12.30104+01,t,t,86
138724,200,268,12,11,18,2018-06-27 22:59:59+01,2018-06-27 22:50:08.415541+01,t,t,86
138942,200,268,0,0,40,2018-06-27 23:59:59+01,2018-06-27 23:50:07.438042+01,t,t,86
139174,200,268,21,6,14,2018-06-28 00:59:59+01,2018-06-28 00:50:07.511444+01,t,t,86
139589,200,268,41,0,0,2018-06-28 01:59:59+01,2018-06-28 02:10:08.382728+01,t,t,86
139786,200,268,19,0,21,2018-06-28 02:59:59+01,2018-06-28 03:10:08.839147+01,t,t,86
139900,200,268,11,13,17,2018-06-28 03:59:59+01,2018-06-28 04:00:07.632648+01,t,t,86
140166,200,268,32,6,3,2018-06-28 04:59:59+01,2018-06-28 05:00:12.782102+01,t,t,86
140407,200,268,4,17,19,2018-06-28 05:59:59+01,2018-06-28 06:00:12.592403+01,t,t,86
140709,200,268,0,0,41,2018-06-28 06:59:59+01,2018-06-28 07:05:12.793705+01,t,t,86
140937,200,268,0,32,9,2018-06-28 07:59:59+01,2018-06-28 08:05:11.557106+01,t,t,86
141136,200,268,0,1,39,2018-06-28 08:59:59+01,2018-06-28 09:05:10.874408+01,t,t,86
141360,200,268,2,25,14,2018-06-28 09:59:59+01,2018-06-28 10:05:09.802709+01,t,t,86
141558,200,268,0,8,33,2018-06-28 10:59:59+01,2018-06-28 11:05:09.442111+01,t,t,86
141806,200,268,8,15,17,2018-06-28 11:59:59+01,2018-06-28 12:05:11.649413+01,t,t,86
141882,200,268,6,4,31,2018-06-28 12:59:59+01,2018-06-28 12:55:07.796914+01,t,t,86
142123,200,268,23,4,14,2018-06-28 13:59:59+01,2018-06-28 13:55:09.681216+01,t,t,86
142355,200,268,14,9,17,2018-06-28 14:59:59+01,2018-06-28 14:55:10.548517+01,t,t,86
142589,200,268,0,30,11,2018-06-28 15:59:59+01,2018-06-28 15:55:10.372916+01,t,t,86
142966,200,268,29,9,3,2018-06-28 16:59:59+01,2018-06-28 17:15:08.83402+01,t,t,86
143129,200,268,36,0,5,2018-06-28 17:59:59+01,2018-06-28 18:05:09.608421+01,t,t,86
143337,200,268,11,0,29,2018-06-28 18:59:59+01,2018-06-28 19:05:10.094775+01,t,t,86
143619,200,268,0,1,40,2018-06-28 19:59:59+01,2018-06-28 20:05:11.379125+01,t,t,86
143832,200,268,0,39,2,2018-06-28 20:59:59+01,2018-06-28 21:05:11.797426+01,t,t,86
144053,200,268,17,1,22,2018-06-28 21:59:59+01,2018-06-28 22:05:11.437728+01,t,t,86
144278,200,268,35,0,6,2018-06-28 22:59:59+01,2018-06-28 23:05:11.022129+01,t,t,86
144508,200,268,0,14,27,2018-06-28 23:59:59+01,2018-06-29 00:05:11.763431+01,t,t,86
144740,200,268,18,8,14,2018-06-29 00:59:59+01,2018-06-29 01:05:11.356732+01,t,t,86
144941,200,268,34,7,0,2018-06-29 01:59:59+01,2018-06-29 02:05:10.114134+01,t,t,86
145044,200,268,2,4,35,2018-06-29 02:59:59+01,2018-06-29 02:55:09.789535+01,t,t,86
145302,200,268,25,2,13,2018-06-29 03:59:59+01,2018-06-29 03:55:11.015936+01,t,t,86
145519,200,268,8,9,24,2018-06-29 04:59:59+01,2018-06-29 04:55:11.399238+01,t,t,86
145744,200,268,0,29,12,2018-06-29 05:59:59+01,2018-06-29 05:55:11.751539+01,t,t,86
145958,200,268,37,0,3,2018-06-29 06:59:59+01,2018-06-29 06:55:09.650941+01,t,t,86
146279,200,268,13,0,28,2018-06-29 07:59:59+01,2018-06-29 08:05:08.004143+01,t,t,86
146502,200,268,10,8,23,2018-06-29 08:59:59+01,2018-06-29 09:05:08.924444+01,t,t,86
146762,200,268,6,0,35,2018-06-29 09:59:59+01,2018-06-29 10:05:10.577846+01,t,t,86
147024,200,268,0,4,36,2018-06-29 10:59:59+01,2018-06-29 11:15:09.159048+01,t,t,86
147207,200,268,0,36,5,2018-06-29 11:59:59+01,2018-06-29 12:05:11.423449+01,t,t,86
147432,200,268,0,1,40,2018-06-29 12:59:59+01,2018-06-29 13:05:11.253851+01,t,t,86
147645,200,268,5,20,15,2018-06-29 13:59:59+01,2018-06-29 14:05:10.412152+01,t,t,86
147870,200,268,39,0,2,2018-06-29 14:59:59+01,2018-06-29 15:05:11.091454+01,t,t,86
148085,200,268,3,25,13,2018-06-29 15:59:59+01,2018-06-29 16:05:10.737855+01,t,t,86
148195,200,268,10,9,21,2018-06-29 16:59:59+01,2018-06-29 16:55:10.071256+01,t,t,86
148432,200,268,24,6,11,2018-06-29 17:59:59+01,2018-06-29 17:55:11.673558+01,t,t,86
148636,200,268,32,0,9,2018-06-29 18:59:59+01,2018-06-29 18:55:09.572959+01,t,t,86
148878,200,268,0,2,38,2018-06-29 19:59:59+01,2018-06-29 19:55:11.837261+01,t,t,86
149106,200,268,23,14,4,2018-06-29 20:59:59+01,2018-06-29 20:55:10.859642+01,t,t,86
149415,200,268,13,0,28,2018-06-29 21:59:59+01,2018-06-29 22:05:08.539864+01,t,t,86
149642,200,268,0,1,40,2018-06-29 22:59:59+01,2018-06-29 23:05:08.702166+01,t,t,86
149866,200,268,0,30,10,2018-06-29 23:59:59+01,2018-06-30 00:05:09.178567+01,t,t,86
150118,200,268,21,0,20,2018-06-30 00:59:59+01,2018-06-30 01:05:10.781869+01,t,t,86
150358,200,268,39,0,2,2018-06-30 01:59:59+01,2018-06-30 02:05:10.92617+01,t,t,86
150552,200,268,23,0,17,2018-06-30 02:59:59+01,2018-06-30 03:05:11.484472+01,t,t,86
150805,200,268,0,1,40,2018-06-30 03:59:59+01,2018-06-30 04:05:11.158873+01,t,t,86
151004,200,268,3,27,11,2018-06-30 04:59:59+01,2018-06-30 05:10:11.340175+01,t,t,86
151249,200,268,0,21,19,2018-06-30 05:59:59+01,2018-06-30 06:05:11.376493+01,t,t,86
151464,200,268,0,20,21,2018-06-30 06:59:59+01,2018-06-30 07:05:10.782878+01,t,t,86
151567,200,268,14,12,15,2018-06-30 07:59:59+01,2018-06-30 07:55:11.720279+01,t,t,86
151780,200,268,36,0,4,2018-06-30 08:59:59+01,2018-06-30 08:55:10.65668+01,t,t,86
152017,200,268,13,5,23,2018-06-30 09:59:59+01,2018-06-30 09:55:10.494982+01,t,t,86
152232,200,268,0,17,24,2018-06-30 10:59:59+01,2018-06-30 10:55:10.988284+01,t,t,86
152466,200,268,13,18,9,2018-06-30 11:59:59+01,2018-06-30 11:55:10.893685+01,t,t,86
152785,200,268,12,20,9,2018-06-30 12:59:59+01,2018-06-30 13:05:08.735887+01,t,t,86
153013,200,268,36,1,4,2018-06-30 13:59:59+01,2018-06-30 14:05:08.697189+01,t,t,86
153239,200,268,30,0,10,2018-06-30 14:59:59+01,2018-06-30 15:05:09.50059+01,t,t,86
153492,200,268,2,19,20,2018-06-30 15:59:59+01,2018-06-30 16:05:11.433891+01,t,t,86
153686,200,268,22,1,18,2018-06-30 16:59:59+01,2018-06-30 17:05:09.346193+01,t,t,86
153953,200,268,12,5,23,2018-06-30 17:59:59+01,2018-06-30 18:05:12.191594+01,t,t,86
154141,200,268,39,0,2,2018-06-30 18:59:59+01,2018-06-30 19:05:11.342896+01,t,t,86
154366,200,268,1,5,35,2018-06-30 19:59:59+01,2018-06-30 20:05:09.350197+01,t,t,86
154613,200,268,2,0,38,2018-06-30 20:59:59+01,2018-06-30 21:05:11.328598+01,t,t,86
154712,200,268,30,0,11,2018-06-30 21:59:59+01,2018-06-30 21:55:09.736999+01,t,t,86
154923,200,268,15,0,26,2018-06-30 22:59:59+01,2018-06-30 22:55:10.274401+01,t,t,86
155151,200,268,0,5,35,2018-06-30 23:59:59+01,2018-06-30 23:55:10.806702+01,t,t,86
155385,200,268,0,8,33,2018-07-01 00:59:59+01,2018-07-01 00:55:10.096003+01,t,t,86
155594,200,268,7,9,25,2018-07-01 01:59:59+01,2018-07-01 01:55:10.268404+01,t,t,86
155827,200,268,39,0,1,2018-07-01 02:59:59+01,2018-07-01 02:55:10.908705+01,t,t,86
156141,200,268,15,15,11,2018-07-01 03:59:59+01,2018-07-01 04:05:09.586907+01,t,t,86
156351,200,268,30,0,11,2018-07-01 04:59:59+01,2018-07-01 05:10:10.333208+01,t,t,86
156625,200,268,0,0,41,2018-07-01 05:59:59+01,2018-07-01 06:05:12.43661+01,t,t,86
156801,200,268,15,0,25,2018-07-01 06:59:59+01,2018-07-01 07:05:08.759911+01,t,t,86
157083,200,268,6,11,24,2018-07-01 07:59:59+01,2018-07-01 08:05:12.593212+01,t,t,86
157306,200,268,12,21,8,2018-07-01 08:59:59+01,2018-07-01 09:05:12.324614+01,t,t,86
157528,200,268,4,12,24,2018-07-01 09:59:59+01,2018-07-01 10:05:11.805915+01,t,t,86
157713,200,268,8,10,23,2018-07-01 10:59:59+01,2018-07-01 11:05:11.932216+01,t,t,86
157826,200,268,25,3,13,2018-07-01 11:59:59+01,2018-07-01 11:55:10.837717+01,t,t,86
158053,200,268,6,6,28,2018-07-01 12:59:59+01,2018-07-01 12:55:10.087018+01,t,t,86
158289,200,268,34,0,7,2018-07-01 13:59:59+01,2018-07-01 13:55:11.393419+01,t,t,86
158516,200,268,22,16,3,2018-07-01 14:59:59+01,2018-07-01 14:55:10.793721+01,t,t,86
158735,200,268,24,0,16,2018-07-01 15:59:59+01,2018-07-01 15:55:10.211022+01,t,t,86
158956,200,268,1,16,24,2018-07-01 16:59:59+01,2018-07-01 16:55:11.153423+01,t,t,86
159259,200,268,38,1,2,2018-07-01 17:59:59+01,2018-07-01 18:05:07.846625+01,t,t,86
159484,200,268,40,0,1,2018-07-01 18:59:59+01,2018-07-01 19:05:08.864941+01,t,t,86
159741,200,268,13,9,18,2018-07-01 19:59:59+01,2018-07-01 20:05:09.308328+01,t,t,86
159994,200,268,0,0,41,2018-07-01 20:59:59+01,2018-07-01 21:05:11.355629+01,t,t,86
160211,200,268,3,11,27,2018-07-01 21:59:59+01,2018-07-01 22:05:11.37493+01,t,t,86
160415,200,268,0,26,14,2018-07-01 22:59:59+01,2018-07-01 23:05:10.081332+01,t,t,86
160685,200,268,30,11,0,2018-07-01 23:59:59+01,2018-07-02 00:05:12.531633+01,t,t,86
160866,200,268,40,0,1,2018-07-02 00:59:59+01,2018-07-02 01:05:08.499401+01,t,t,86
160995,200,268,27,0,13,2018-07-02 01:59:59+01,2018-07-02 01:55:11.571701+01,t,t,86
161187,200,268,29,3,9,2018-07-02 02:59:59+01,2018-07-02 02:55:10.419901+01,t,t,86
