id,cow_id,collar_id,total_eating,total_rumination,total_other,observation_time,server_time,hour_complete,alert_processed,local_id
273212,328,229,0,10,29,2018-07-20 17:59:59+01,2018-07-20 17:55:10.26619+01,t,t,26
273499,328,229,22,0,17,2018-07-20 18:59:59+01,2018-07-20 18:55:11.43459+01,t,t,26
273756,328,229,33,4,3,2018-07-20 19:59:59+01,2018-07-20 19:55:11.23559+01,t,t,26
274031,328,229,12,16,11,2018-07-20 20:59:59+01,2018-07-20 20:55:10.272791+01,t,t,26
274474,328,229,19,15,5,2018-07-20 21:59:59+01,2018-07-20 22:05:12.838293+01,t,t,26
274729,328,229,22,5,12,2018-07-20 22:59:59+01,2018-07-20 23:05:11.893594+01,t,t,26
275007,328,229,0,0,39,2018-07-20 23:59:59+01,2018-07-21 00:05:13.369795+01,t,t,26
275264,328,229,0,0,39,2018-07-21 00:59:59+01,2018-07-21 01:05:11.513596+01,t,t,26
275517,328,229,16,0,23,2018-07-21 01:59:59+01,2018-07-21 02:05:11.820197+01,t,t,26
275761,328,229,37,0,2,2018-07-21 02:59:59+01,2018-07-21 03:05:11.509998+01,t,t,26
276061,328,229,8,30,2,2018-07-21 03:59:59+01,2018-07-21 04:05:10.960498+01,t,t,26
276308,328,229,6,27,6,2018-07-21 04:59:59+01,2018-07-21 05:10:12.247999+01,t,t,26
276430,328,229,2,15,22,2018-07-21 05:59:59+01,2018-07-21 05:55:10.5302+01,t,t,26
276711,328,229,0,38,1,2018-07-21 06:59:59+01,2018-07-21 06:55:11.110401+01,t,t,26
276964,328,229,0,16,23,2018-07-21 07:59:59+01,2018-07-21 07:55:10.702502+01,t,t,26
277239,328,229,4,19,16,2018-07-21 08:59:59+01,2018-07-21 08:55:10.401603+01,t,t,26
277661,328,229,1,0,38,2018-07-21 09:59:59+01,2018-07-21 10:05:11.045091+01,t,t,26
277982,328,229,0,16,23,2018-07-21 10:59:59+01,2018-07-21 11:15:09.494105+01,t,t,26
278169,328,229,0,7,32,2018-07-21 11:59:59+01,2018-07-21 12:05:10.189105+01,t,t,26
278443,328,229,0,11,28,2018-07-21 12:59:59+01,2018-07-21 13:05:10.144906+01,t,t,26
278725,328,229,0,25,14,2018-07-21 13:59:59+01,2018-07-21 14:05:10.269007+01,t,t,26
279026,328,229,37,0,2,2018-07-21 14:59:59+01,2018-07-21 15:05:12.643808+01,t,t,26
279099,328,229,25,3,11,2018-07-21 15:59:59+01,2018-07-21 15:55:09.626508+01,t,t,26
279364,328,229,9,20,11,2018-07-21 16:59:59+01,2018-07-21 16:55:10.409909+01,t,t,26
279640,328,229,23,1,15,2018-07-21 17:59:59+01,2018-07-21 17:55:10.357793+01,t,t,26
279925,328,229,6,27,6,2018-07-21 18:59:59+01,2018-07-21 18:55:12.34231+01,t,t,26
280191,328,229,32,1,6,2018-07-21 19:59:59+01,2018-07-21 19:55:12.761812+01,t,t,26
280598,328,229,16,17,6,2018-07-21 20:59:59+01,2018-07-21 21:05:13.328512+01,t,t,26
280842,328,229,4,4,31,2018-07-21 21:59:59+01,2018-07-21 22:05:10.799114+01,t,t,26
281174,328,229,0,0,39,2018-07-21 22:59:59+01,2018-07-21 23:05:14.187502+01,t,t,26
281439,328,229,0,0,39,2018-07-21 23:59:59+01,2018-07-22 00:05:15.024416+01,t,t,26
281694,328,229,0,27,12,2018-07-22 00:59:59+01,2018-07-22 01:05:13.493518+01,t,t,26
281961,328,229,32,7,0,2018-07-22 01:59:59+01,2018-07-22 02:05:13.918218+01,t,t,26
282065,328,229,17,15,7,2018-07-22 02:59:59+01,2018-07-22 02:55:12.27902+01,t,t,26
282331,328,229,32,5,2,2018-07-22 03:59:59+01,2018-07-22 03:55:11.31402+01,t,t,26
282595,328,229,12,20,7,2018-07-22 04:59:59+01,2018-07-22 04:55:11.47582+01,t,t,26
282844,328,229,2,22,15,2018-07-22 05:59:59+01,2018-07-22 05:55:09.144121+01,t,t,26
283115,328,229,0,18,21,2018-07-22 06:59:59+01,2018-07-22 06:55:09.130122+01,t,t,26
283544,328,229,4,19,16,2018-07-22 07:59:59+01,2018-07-22 08:05:10.764523+01,t,t,26
283820,328,229,0,13,26,2018-07-22 08:59:59+01,2018-07-22 09:05:11.421023+01,t,t,26
284075,328,229,0,13,26,2018-07-22 09:59:59+01,2018-07-22 10:05:10.819524+01,t,t,26
284327,328,229,0,33,6,2018-07-22 10:59:59+01,2018-07-22 11:05:13.846425+01,t,t,26
284584,328,229,20,3,16,2018-07-22 11:59:59+01,2018-07-22 12:05:10.080825+01,t,t,26
284843,328,229,4,0,36,2018-07-22 12:59:59+01,2018-07-22 13:05:08.705326+01,t,t,26
284973,328,229,0,0,39,2018-07-22 13:59:59+01,2018-07-22 13:55:08.977026+01,t,t,26
285375,328,229,0,25,14,2018-07-22 14:59:59+01,2018-07-22 15:05:10.362945+01,t,t,26
285512,328,229,0,0,39,2018-07-22 15:59:59+01,2018-07-22 15:55:09.371627+01,t,t,26
285777,328,229,21,0,18,2018-07-22 16:59:59+01,2018-07-22 16:55:10.544728+01,t,t,26
286037,328,229,27,0,12,2018-07-22 17:59:59+01,2018-07-22 17:55:10.132129+01,t,t,26
286452,328,229,37,1,1,2018-07-22 18:59:59+01,2018-07-22 19:05:13.54313+01,t,t,26
286752,328,229,8,28,3,2018-07-22 19:59:59+01,2018-07-22 20:05:13.048031+01,t,t,26
287007,328,229,26,2,11,2018-07-22 20:59:59+01,2018-07-22 21:05:13.402932+01,t,t,26
287286,328,229,8,23,8,2018-07-22 21:59:59+01,2018-07-22 22:05:13.399233+01,t,t,26
287552,328,229,8,1,30,2018-07-22 22:59:59+01,2018-07-22 23:05:14.475733+01,t,t,26
287771,328,229,0,13,27,2018-07-22 23:59:59+01,2018-07-23 00:05:10.617033+01,t,t,26
287918,328,229,0,2,37,2018-07-23 00:59:59+01,2018-07-23 00:55:09.506635+01,t,t,26
288171,328,229,11,6,22,2018-07-23 01:59:59+01,2018-07-23 01:55:09.745137+01,t,t,26
288435,328,229,39,0,0,2018-07-23 02:59:59+01,2018-07-23 02:55:07.772137+01,t,t,26
288698,328,229,17,20,2,2018-07-23 03:59:59+01,2018-07-23 03:55:08.149137+01,t,t,26
288980,328,229,24,7,8,2018-07-23 04:59:59+01,2018-07-23 04:55:10.106238+01,t,t,26
289445,328,229,6,27,6,2018-07-23 05:59:59+01,2018-07-23 06:05:12.67814+01,t,t,26
289673,328,229,32,1,6,2018-07-23 06:59:59+01,2018-07-23 07:05:09.68454+01,t,t,26
289962,328,229,4,18,17,2018-07-23 07:59:59+01,2018-07-23 08:05:11.315141+01,t,t,26
290234,328,229,0,10,29,2018-07-23 08:59:59+01,2018-07-23 09:05:12.557342+01,t,t,26
290521,328,229,0,23,16,2018-07-23 09:59:59+01,2018-07-23 10:05:12.199643+01,t,t,26
290711,328,229,0,19,21,2018-07-23 10:59:59+01,2018-07-23 11:05:09.787144+01,t,t,26
290856,328,229,0,16,23,2018-07-23 11:59:59+01,2018-07-23 11:55:08.256945+01,t,t,26
291155,328,229,23,16,0,2018-07-23 12:59:59+01,2018-07-23 12:55:10.562745+01,t,t,26
291405,328,229,14,17,8,2018-07-23 13:59:59+01,2018-07-23 13:55:09.675146+01,t,t,26
291685,328,229,11,28,0,2018-07-23 14:59:59+01,2018-07-23 14:55:09.729447+01,t,t,26
291950,328,229,11,17,11,2018-07-23 15:59:59+01,2018-07-23 15:55:10.293548+01,t,t,26
292352,328,229,18,14,7,2018-07-23 16:59:59+01,2018-07-23 17:05:10.076348+01,t,t,26
292661,328,229,18,3,18,2018-07-23 17:59:59+01,2018-07-23 18:05:13.42575+01,t,t,26
292904,328,229,0,0,39,2018-07-23 18:59:59+01,2018-07-23 19:05:12.135551+01,t,t,26
293188,328,229,0,5,34,2018-07-23 19:59:59+01,2018-07-23 20:05:13.094251+01,t,t,26
293447,328,229,14,16,9,2018-07-23 20:59:59+01,2018-07-23 21:05:14.035052+01,t,t,26
293657,328,229,30,6,4,2018-07-23 21:59:59+01,2018-07-23 22:05:09.384953+01,t,t,26
293779,328,229,7,25,7,2018-07-23 22:59:59+01,2018-07-23 22:55:10.877653+01,t,t,26
294040,328,229,13,25,1,2018-07-23 23:59:59+01,2018-07-23 23:55:09.488855+01,t,t,26
294301,328,229,34,0,5,2018-07-24 00:59:59+01,2018-07-24 00:55:09.597956+01,t,t,26
294557,328,229,10,6,23,2018-07-24 01:59:59+01,2018-07-24 01:55:09.149756+01,t,t,26
294835,328,229,1,37,1,2018-07-24 02:59:59+01,2018-07-24 02:55:10.099056+01,t,t,26
295093,328,229,27,9,3,2018-07-24 03:59:59+01,2018-07-24 03:55:08.988758+01,t,t,26
295516,328,229,12,15,12,2018-07-24 04:59:59+01,2018-07-24 05:10:12.326158+01,t,t,26
295840,328,229,2,6,31,2018-07-24 05:59:59+01,2018-07-24 06:15:08.27016+01,t,t,26
296043,328,229,0,0,39,2018-07-24 06:59:59+01,2018-07-24 07:05:12.30516+01,t,t,26
296262,328,229,0,13,27,2018-07-24 07:59:59+01,2018-07-24 08:05:09.797061+01,t,t,26
296569,328,229,10,10,19,2018-07-24 08:59:59+01,2018-07-24 09:05:14.715062+01,t,t,26
296678,328,229,1,12,26,2018-07-24 09:59:59+01,2018-07-24 09:55:11.550163+01,t,t,26
296925,328,229,0,38,1,2018-07-24 10:59:59+01,2018-07-24 10:55:11.729564+01,t,t,26
297193,328,229,0,5,34,2018-07-24 11:59:59+01,2018-07-24 11:55:10.461488+01,t,t,26
297454,328,229,0,1,38,2018-07-24 12:59:59+01,2018-07-24 12:55:11.328265+01,t,t,26
297711,328,229,0,3,36,2018-07-24 13:59:59+01,2018-07-24 13:55:11.656466+01,t,t,26
297965,328,229,33,6,0,2018-07-24 14:59:59+01,2018-07-24 14:55:11.237647+01,t,t,26
298361,328,229,31,0,8,2018-07-24 15:59:59+01,2018-07-24 16:05:09.971268+01,t,t,26
298608,328,229,0,17,22,2018-07-24 16:59:59+01,2018-07-24 17:05:10.852068+01,t,t,26
298863,328,229,13,2,24,2018-07-24 17:59:59+01,2018-07-24 18:05:11.32417+01,t,t,26
299212,328,229,1,35,3,2018-07-24 18:59:59+01,2018-07-24 19:20:09.919671+01,t,t,26
299454,328,229,0,1,39,2018-07-24 19:59:59+01,2018-07-24 20:10:11.184242+01,t,t,26
299694,328,229,0,0,39,2018-07-24 20:59:59+01,2018-07-24 21:10:11.317572+01,t,t,26
299790,328,229,0,4,35,2018-07-24 21:59:59+01,2018-07-24 22:00:11.014573+01,t,t,26
300035,328,229,35,4,0,2018-07-24 22:59:59+01,2018-07-24 23:00:12.170773+01,t,t,26
300281,328,229,20,14,5,2018-07-24 23:59:59+01,2018-07-25 00:00:11.285674+01,t,t,26
300529,328,229,36,2,1,2018-07-25 00:59:59+01,2018-07-25 01:00:10.015375+01,t,t,26
300765,328,229,4,11,24,2018-07-25 01:59:59+01,2018-07-25 02:00:10.434393+01,t,t,26
301137,328,229,0,32,7,2018-07-25 02:59:59+01,2018-07-25 03:10:11.357177+01,t,t,26
301397,328,229,0,4,35,2018-07-25 03:59:59+01,2018-07-25 04:10:08.986578+01,t,t,26
301622,328,229,0,38,1,2018-07-25 04:59:59+01,2018-07-25 05:10:12.902479+01,t,t,26
301907,328,229,28,6,5,2018-07-25 05:59:59+01,2018-07-25 06:10:11.10168+01,t,t,26
302120,328,229,34,0,6,2018-07-25 06:59:59+01,2018-07-25 07:10:09.01248+01,t,t,26
302223,328,229,2,22,15,2018-07-25 07:59:59+01,2018-07-25 08:00:09.621081+01,t,t,26
302472,328,229,0,5,34,2018-07-25 08:59:59+01,2018-07-25 09:00:09.863881+01,t,t,26
302709,328,229,0,21,18,2018-07-25 09:59:59+01,2018-07-25 10:00:08.546782+01,t,t,26
302945,328,229,4,26,9,2018-07-25 10:59:59+01,2018-07-25 11:00:10.050382+01,t,t,26
303244,328,229,0,37,2,2018-07-25 11:59:59+01,2018-07-25 12:00:13.602583+01,t,t,26
303486,328,229,0,2,37,2018-07-25 12:59:59+01,2018-07-25 13:00:12.877484+01,t,t,26
303836,328,229,0,24,15,2018-07-25 13:59:59+01,2018-07-25 14:10:09.749703+01,t,t,26
304075,328,229,34,3,2,2018-07-25 14:59:59+01,2018-07-25 15:10:11.093486+01,t,t,26
304320,328,229,24,0,15,2018-07-25 15:59:59+01,2018-07-25 16:10:11.487786+01,t,t,26
304555,328,229,16,13,10,2018-07-25 16:59:59+01,2018-07-25 17:10:11.661587+01,t,t,26
304656,328,229,2,0,37,2018-07-25 17:59:59+01,2018-07-25 18:00:12.773887+01,t,t,26
304918,328,229,9,19,11,2018-07-25 18:59:59+01,2018-07-25 19:00:13.335988+01,t,t,26
305182,328,229,27,0,12,2018-07-25 19:59:59+01,2018-07-25 20:00:15.863289+01,t,t,26
305385,328,229,11,9,20,2018-07-25 20:59:59+01,2018-07-25 21:00:12.14759+01,t,t,26
305686,328,229,0,8,31,2018-07-25 21:59:59+01,2018-07-25 22:00:15.487591+01,t,t,26
306017,328,229,0,9,30,2018-07-25 22:59:59+01,2018-07-25 23:10:11.548092+01,t,t,26
306117,328,229,10,11,18,2018-07-25 23:59:59+01,2018-07-26 00:00:10.990694+01,t,t,26
306636,328,229,37,0,2,2018-07-26 00:59:59+01,2018-07-26 01:10:11.473194+01,t,t,26
306947,328,229,19,20,0,2018-07-26 01:59:59+01,2018-07-26 02:10:10.623794+01,t,t,26
307250,328,229,23,9,7,2018-07-26 02:59:59+01,2018-07-26 03:10:11.217295+01,t,t,26
307629,328,229,6,15,18,2018-07-26 03:59:59+01,2018-07-26 04:20:08.804996+01,t,t,26
307725,328,229,0,2,37,2018-07-26 04:59:59+01,2018-07-26 05:00:09.812996+01,t,t,26
308030,328,229,0,31,8,2018-07-26 05:59:59+01,2018-07-26 06:00:10.638297+01,t,t,26
308339,328,229,9,18,12,2018-07-26 06:59:59+01,2018-07-26 07:00:09.970199+01,t,t,26
308644,328,229,22,14,3,2018-07-26 07:59:59+01,2018-07-26 08:00:10.492599+01,t,t,26
308934,328,229,23,3,13,2018-07-26 08:59:59+01,2018-07-26 09:00:10.4658+01,t,t,26
309234,328,229,9,25,5,2018-07-26 09:59:59+01,2018-07-26 10:00:10.4481+01,t,t,26
309527,328,229,3,17,19,2018-07-26 10:59:59+01,2018-07-26 11:00:10.642701+01,t,t,26
310014,328,229,4,25,10,2018-07-26 11:59:59+01,2018-07-26 12:10:13.038502+01,t,t,26
310324,328,229,0,13,26,2018-07-26 12:59:59+01,2018-07-26 13:10:11.679502+01,t,t,26
310604,328,229,0,8,31,2018-07-26 13:59:59+01,2018-07-26 14:10:12.451603+01,t,t,26
310866,328,229,30,2,8,2018-07-26 14:59:59+01,2018-07-26 15:10:10.316404+01,t,t,26
311070,328,229,21,2,16,2018-07-26 15:59:59+01,2018-07-26 16:00:15.856404+01,t,t,26
311456,328,229,4,26,9,2018-07-26 16:59:59+01,2018-07-26 17:30:11.088305+01,t,t,26
311612,328,229,28,0,11,2018-07-26 17:59:59+01,2018-07-26 18:00:15.448105+01,t,t,26
312004,328,229,0,0,39,2018-07-26 18:59:59+01,2018-07-26 19:10:13.332106+01,t,t,26
312111,328,229,0,16,23,2018-07-26 19:59:59+01,2018-07-26 20:00:12.187006+01,t,t,26
312398,328,229,4,10,25,2018-07-26 20:59:59+01,2018-07-26 21:00:11.361709+01,t,t,26
312683,328,229,31,0,8,2018-07-26 21:59:59+01,2018-07-26 22:00:08.883609+01,t,t,26
312965,328,229,1,29,9,2018-07-26 22:59:59+01,2018-07-26 23:00:09.613311+01,t,t,26
313423,328,229,0,0,40,2018-07-26 23:59:59+01,2018-07-27 00:10:11.302311+01,t,t,26
313689,328,229,24,0,15,2018-07-27 00:59:59+01,2018-07-27 01:10:10.915546+01,t,t,26
313979,328,229,37,0,2,2018-07-27 01:59:59+01,2018-07-27 02:10:10.451313+01,t,t,26
314005,328,229,10,21,8,2018-07-27 02:59:59+01,2018-07-27 02:50:08.912713+01,t,t,26
314356,328,229,13,19,7,2018-07-27 03:59:59+01,2018-07-27 04:00:10.507214+01,t,t,26
314635,328,229,0,0,39,2018-07-27 04:59:59+01,2018-07-27 05:00:10.335915+01,t,t,26
314913,328,229,0,17,22,2018-07-27 05:59:59+01,2018-07-27 06:00:09.331515+01,t,t,26
315185,328,229,23,14,2,2018-07-27 06:59:59+01,2018-07-27 07:00:08.737018+01,t,t,26
315553,328,229,12,9,18,2018-07-27 07:59:59+01,2018-07-27 08:00:15.188118+01,t,t,26
315840,328,229,0,32,7,2018-07-27 08:59:59+01,2018-07-27 09:00:15.987918+01,t,t,26
316035,328,229,0,9,30,2018-07-27 09:59:59+01,2018-07-27 10:00:09.270219+01,t,t,26
316460,328,229,0,39,0,2018-07-27 10:59:59+01,2018-07-27 11:10:10.73872+01,t,t,26
316794,328,229,0,4,35,2018-07-27 11:59:59+01,2018-07-27 12:10:11.125993+01,t,t,26
317044,328,229,0,13,27,2018-07-27 12:59:59+01,2018-07-27 13:10:10.078422+01,t,t,26
317090,328,229,19,13,7,2018-07-27 13:59:59+01,2018-07-27 13:50:12.854423+01,t,t,26
317514,328,229,24,3,12,2018-07-27 14:59:59+01,2018-07-27 15:00:17.631583+01,t,t,26
317689,328,229,32,3,4,2018-07-27 15:59:59+01,2018-07-27 16:00:11.293024+01,t,t,26
318035,328,229,15,10,14,2018-07-27 16:59:59+01,2018-07-27 17:00:17.087425+01,t,t,26
318230,328,229,27,11,1,2018-07-27 17:59:59+01,2018-07-27 18:00:09.803825+01,t,t,26
318656,328,229,17,13,9,2018-07-27 18:59:59+01,2018-07-27 19:10:12.491226+01,t,t,26
318773,328,229,3,1,35,2018-07-27 19:59:59+01,2018-07-27 20:00:11.453926+01,t,t,26
319043,328,229,22,11,6,2018-07-27 20:59:59+01,2018-07-27 21:00:10.174027+01,t,t,26
319485,328,229,12,16,11,2018-07-27 21:59:59+01,2018-07-27 22:10:10.66693+01,t,t,26
319761,328,229,14,6,19,2018-07-27 22:59:59+01,2018-07-27 23:10:11.558331+01,t,t,26
320015,328,229,0,0,40,2018-07-27 23:59:59+01,2018-07-28 00:10:09.519432+01,t,t,26
320065,328,229,0,20,19,2018-07-28 00:59:59+01,2018-07-28 00:50:11.259732+01,t,t,26
320393,328,229,28,0,11,2018-07-28 01:59:59+01,2018-07-28 02:00:10.335233+01,t,t,26
320689,328,229,7,26,6,2018-07-28 02:59:59+01,2018-07-28 03:00:13.276434+01,t,t,26
320928,328,229,31,3,5,2018-07-28 03:59:59+01,2018-07-28 04:00:09.152334+01,t,t,26
321196,328,229,6,14,19,2018-07-28 04:59:59+01,2018-07-28 05:00:07.738635+01,t,t,26
321467,328,229,0,31,8,2018-07-28 05:59:59+01,2018-07-28 06:00:09.509436+01,t,t,26
321788,328,229,24,9,6,2018-07-28 06:59:59+01,2018-07-28 07:00:11.907737+01,t,t,26
322198,328,229,0,14,25,2018-07-28 07:59:59+01,2018-07-28 08:10:11.470237+01,t,t,26
322467,328,229,7,10,22,2018-07-28 08:59:59+01,2018-07-28 09:10:10.786237+01,t,t,26
322732,328,229,11,23,5,2018-07-28 09:59:59+01,2018-07-28 10:10:10.549338+01,t,t,26
322764,328,229,1,0,38,2018-07-28 10:59:59+01,2018-07-28 10:50:11.115938+01,t,t,26
323035,328,229,0,37,2,2018-07-28 11:59:59+01,2018-07-28 11:50:10.768939+01,t,t,26
323438,328,229,0,9,30,2018-07-28 12:59:59+01,2018-07-28 13:00:15.90164+01,t,t,26
323713,328,229,33,0,6,2018-07-28 13:59:59+01,2018-07-28 14:00:16.557241+01,t,t,26
323989,328,229,22,9,8,2018-07-28 14:59:59+01,2018-07-28 15:00:17.025642+01,t,t,26
324180,328,229,2,26,11,2018-07-28 15:59:59+01,2018-07-28 16:00:11.491743+01,t,t,26
324496,328,229,0,0,40,2018-07-28 16:59:59+01,2018-07-28 17:00:15.638743+01,t,t,26
324804,328,229,17,7,15,2018-07-28 17:59:59+01,2018-07-28 18:00:18.054545+01,t,t,26
324978,328,229,30,4,5,2018-07-28 18:59:59+01,2018-07-28 19:00:11.620545+01,t,t,26
325449,328,229,1,17,21,2018-07-28 19:59:59+01,2018-07-28 20:10:13.031545+01,t,t,26
325712,328,229,14,12,13,2018-07-28 20:59:59+01,2018-07-28 21:10:13.559746+01,t,t,26
325742,328,229,32,0,7,2018-07-28 21:59:59+01,2018-07-28 21:50:11.844746+01,t,t,26
326003,328,229,0,20,19,2018-07-28 22:59:59+01,2018-07-28 22:50:10.028447+01,t,t,26
326355,328,229,2,20,17,2018-07-28 23:59:59+01,2018-07-29 00:00:09.793647+01,t,t,26
326624,328,229,0,2,37,2018-07-29 00:59:59+01,2018-07-29 01:00:09.383649+01,t,t,26
326934,328,229,16,0,24,2018-07-29 01:59:59+01,2018-07-29 02:00:12.930649+01,t,t,26
327190,328,229,39,0,0,2018-07-29 02:59:59+01,2018-07-29 03:00:12.42285+01,t,t,26
327503,328,229,14,15,10,2018-07-29 03:59:59+01,2018-07-29 04:00:14.539751+01,t,t,26
327686,328,229,14,6,19,2018-07-29 04:59:59+01,2018-07-29 05:00:08.151252+01,t,t,26
327958,328,229,0,27,12,2018-07-29 05:59:59+01,2018-07-29 06:00:07.936652+01,t,t,26
328415,328,229,0,29,10,2018-07-29 06:59:59+01,2018-07-29 07:10:10.851055+01,t,t,26
328683,328,229,4,15,20,2018-07-29 07:59:59+01,2018-07-29 08:10:11.484056+01,t,t,26
328712,328,229,32,0,7,2018-07-29 08:59:59+01,2018-07-29 08:50:10.034056+01,t,t,26
328970,328,229,0,6,33,2018-07-29 09:59:59+01,2018-07-29 09:50:09.664856+01,t,t,26
329383,328,229,4,14,21,2018-07-29 10:59:59+01,2018-07-29 11:00:15.493857+01,t,t,26
329640,328,229,0,35,4,2018-07-29 11:59:59+01,2018-07-29 12:00:13.754158+01,t,t,26
329928,328,229,2,18,19,2018-07-29 12:59:59+01,2018-07-29 13:00:14.916259+01,t,t,26
330120,328,229,0,0,39,2018-07-29 13:59:59+01,2018-07-29 14:00:10.43936+01,t,t,26
330397,328,229,37,0,2,2018-07-29 14:59:59+01,2018-07-29 15:00:10.34526+01,t,t,26
330749,328,229,5,0,34,2018-07-29 15:59:59+01,2018-07-29 16:00:16.363961+01,t,t,26
331007,328,229,0,25,14,2018-07-29 16:59:59+01,2018-07-29 17:00:17.122762+01,t,t,26
331376,328,229,24,0,15,2018-07-29 17:59:59+01,2018-07-29 18:10:12.896263+01,t,t,26
331396,328,229,17,14,8,2018-07-29 18:59:59+01,2018-07-29 18:50:08.865364+01,t,t,26
331674,328,229,26,10,3,2018-07-29 19:59:59+01,2018-07-29 19:50:11.943264+01,t,t,26
332006,328,229,4,21,14,2018-07-29 20:59:59+01,2018-07-29 21:00:11.905766+01,t,t,26
332401,328,229,0,16,23,2018-07-29 21:59:59+01,2018-07-29 22:05:12.947466+01,t,t,26
332678,328,229,2,36,1,2018-07-29 22:59:59+01,2018-07-29 23:05:14.762267+01,t,t,26
332948,328,229,38,1,0,2018-07-29 23:59:59+01,2018-07-30 00:05:14.941268+01,t,t,26
333213,328,229,13,12,14,2018-07-30 00:59:59+01,2018-07-30 01:05:12.019768+01,t,t,26
333488,328,229,19,3,17,2018-07-30 01:59:59+01,2018-07-30 02:05:12.82177+01,t,t,26
333725,328,229,0,3,36,2018-07-30 02:59:59+01,2018-07-30 03:05:11.98267+01,t,t,26
334041,328,229,26,12,1,2018-07-30 03:59:59+01,2018-07-30 04:05:11.534271+01,t,t,26
334360,328,229,2,23,15,2018-07-30 04:59:59+01,2018-07-30 05:15:09.786772+01,t,t,26
334409,328,229,0,7,32,2018-07-30 05:59:59+01,2018-07-30 05:55:11.080772+01,t,t,26
334679,328,229,0,16,23,2018-07-30 06:59:59+01,2018-07-30 06:55:10.534072+01,t,t,26
335098,328,229,10,14,15,2018-07-30 07:59:59+01,2018-07-30 08:05:12.297174+01,t,t,26
335379,328,229,9,5,25,2018-07-30 08:59:59+01,2018-07-30 09:05:13.012874+01,t,t,26
335643,328,229,0,16,23,2018-07-30 09:59:59+01,2018-07-30 10:05:12.233975+01,t,t,26
335888,328,229,0,20,19,2018-07-30 10:59:59+01,2018-07-30 11:05:12.534876+01,t,t,26
336137,328,229,5,0,34,2018-07-30 11:59:59+01,2018-07-30 12:05:10.412476+01,t,t,26
336461,328,229,1,30,8,2018-07-30 12:59:59+01,2018-07-30 13:05:14.930677+01,t,t,26
336713,328,229,13,15,11,2018-07-30 13:59:59+01,2018-07-30 14:05:16.087878+01,t,t,26
337015,328,229,39,0,0,2018-07-30 14:59:59+01,2018-07-30 15:15:12.181179+01,t,t,26
337199,328,229,3,0,36,2018-07-30 15:59:59+01,2018-07-30 16:05:12.798079+01,t,t,26
337307,328,229,0,20,19,2018-07-30 16:59:59+01,2018-07-30 16:55:12.87778+01,t,t,26
337541,328,229,4,21,14,2018-07-30 17:59:59+01,2018-07-30 17:55:11.74868+01,t,t,26
337907,328,229,0,12,27,2018-07-30 18:59:59+01,2018-07-30 19:05:13.506381+01,t,t,26
338133,328,229,0,12,28,2018-07-30 19:59:59+01,2018-07-30 20:05:12.440781+01,t,t,26
338339,328,229,35,4,0,2018-07-30 20:59:59+01,2018-07-30 21:05:11.946883+01,t,t,26
338619,328,229,12,13,14,2018-07-30 21:59:59+01,2018-07-30 22:05:14.520883+01,t,t,26
338849,328,229,0,2,37,2018-07-30 22:59:59+01,2018-07-30 23:05:15.760583+01,t,t,26
339097,328,229,5,0,34,2018-07-30 23:59:59+01,2018-07-31 00:15:10.382384+01,t,t,26
339301,328,229,27,0,12,2018-07-31 00:59:59+01,2018-07-31 01:05:11.539885+01,t,t,26
339520,328,229,15,13,11,2018-07-31 01:59:59+01,2018-07-31 02:05:13.072786+01,t,t,26
339585,328,229,2,13,24,2018-07-31 02:59:59+01,2018-07-31 02:55:08.559286+01,t,t,26
339835,328,229,0,1,38,2018-07-31 03:59:59+01,2018-07-31 03:55:10.693087+01,t,t,26
340044,328,229,7,14,18,2018-07-31 04:59:59+01,2018-07-31 04:55:09.738789+01,t,t,26
340268,328,229,26,9,4,2018-07-31 05:59:59+01,2018-07-31 05:55:09.451989+01,t,t,26
340648,328,229,3,9,27,2018-07-31 06:59:59+01,2018-07-31 07:05:11.84569+01,t,t,26
340884,328,229,0,11,29,2018-07-31 07:59:59+01,2018-07-31 08:05:12.272991+01,t,t,26
341110,328,229,12,15,12,2018-07-31 08:59:59+01,2018-07-31 09:05:11.795192+01,t,t,26
341337,328,229,5,17,16,2018-07-31 09:59:59+01,2018-07-31 10:05:11.318193+01,t,t,26
341559,328,229,0,1,38,2018-07-31 10:59:59+01,2018-07-31 11:05:11.988594+01,t,t,26
341795,328,229,0,25,14,2018-07-31 11:59:59+01,2018-07-31 12:05:12.771794+01,t,t,26
342071,328,229,13,12,15,2018-07-31 12:59:59+01,2018-07-31 13:15:09.336295+01,t,t,26
342096,328,229,17,0,22,2018-07-31 13:59:59+01,2018-07-31 13:55:10.579095+01,t,t,26
342320,328,229,0,0,39,2018-07-31 14:59:59+01,2018-07-31 14:55:09.998597+01,t,t,26
342546,328,229,7,10,22,2018-07-31 15:59:59+01,2018-07-31 15:55:10.553597+01,t,t,26
342909,328,229,6,29,4,2018-07-31 16:59:59+01,2018-07-31 17:05:13.153597+01,t,t,26
343147,328,229,22,0,17,2018-07-31 17:59:59+01,2018-07-31 18:05:14.595099+01,t,t,26
343354,328,229,9,0,30,2018-07-31 18:59:59+01,2018-07-31 19:05:12.837099+01,t,t,26
343667,328,229,5,23,11,2018-07-31 19:59:59+01,2018-07-31 20:15:10.4015+01,t,t,26
343835,328,229,8,7,24,2018-07-31 20:59:59+01,2018-07-31 21:05:14.0241+01,t,t,26
