datesql,Animal_ID,Group_ID,Lactation_Num,DIM,AnimalStatus,Gynecology_Status,Yield(gr),ProdRate(gr/hr),Fat(%),Avg_Fat(%),Protein(%),Avg_Protein(%),Lactose,Avg_Lactose(%),Conductivity,Avg_Conductivity,Blood(%),Avg_Blood(%),Milking_Time(seconds),Avg_Milking_Time(seconds),SCC(*1000/ml),Avg_SCC(*1000/ml),Activity(steps/hr),ActivityDeviation(%),RestBout(#),RestPerBout(min),RestRatio(%),RestRestlessness,RestTime(min),Weight(gr)
9/6/18,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,-1,8,81,45,23,646,0
10/6/18,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,89,-13,5,113,39,16,564,
10/6/18,86,14,1,297,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,-9,6,140,58,14,838,0
10/6/18,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,-1,8,80,45,21,643,0
11/6/18,26,14,2,401,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,3,229,47,11,688,0
11/6/18,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,180,9,6,104,43,25,622,
11/6/18,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,-1,9,69,44,27,625,0
12/6/18,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,125,25,3,172,36,19,517,
12/6/18,86,14,1,297,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,6,6,120,50,18,718,0
12/6/18,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,-1,9,78,49,22,700,0
13/06/2018,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,117,9,5,106,37,20,529,
13/06/2018,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,162,-1,7,94,46,23,655,
13/06/2018,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,-1,7,81,40,34,570,0
14/06/2018,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,110,2,4,153,42,16,612,
14/06/2018,86,14,1,297,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,2,6,129,54,17,772,0
14/06/2018,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,3,7,93,45,25,649,0
15/06/2018,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,97,-8,3,179,38,18,538,
15/06/2018,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,163,-1,6,116,48,21,697,
15/06/2018,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,6,6,103,43,28,619,0
16/06/2018,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,104,4,6,129,53,11,775,
16/06/2018,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,146,-10,7,108,53,17,757,
16/06/2018,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,89,15,31,32,60,466,0
17/06/2018,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,123,21,6,66,27,30,394,
17/06/2018,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,156,-4,7,95,46,21,667,
17/06/2018,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,40,15,75,82,24,1126,0
18/06/2018,26,14,2,401,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,27,4,183,51,13,733,0
18/06/2018,86,14,1,297,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,-2,6,106,44,25,633,0
18/06/2018,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,35,17,31,35,48,526,0
19/06/2018,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,101,-9,5,97,34,22,486,
19/06/2018,86,3,1,297,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,-1,7,97,47,21,682,0
19/06/2018,2714,3,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,-1,9,75,47,27,676,0
20/06/2018,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,116,4,5,145,50,14,724,
20/06/2018,86,3,1,297,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,21,7,116,56,18,811,0
20/06/2018,2714,3,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,30,6,111,46,32,667,0
21/06/2018,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,148,30,4,139,39,19,556,
21/06/2018,86,3,1,297,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,-20,4,205,57,14,820,0
21/06/2018,2714,3,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,-1,5,124,43,28,618,0
22/06/2018,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,131,13,6,96,40,21,577,
22/06/2018,86,3,1,297,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,145,-7,8,109,61,15,875,
22/06/2018,2714,3,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,-1,8,97,54,19,775,0
23/06/2018,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,121,3,8,86,47,14,691,
23/06/2018,86,3,1,297,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,-11,6,94,39,23,567,0
23/06/2018,2714,3,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,-1,7,125,61,11,872,0
24/06/2018,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,112,-6,5,148,52,12,741,
24/06/2018,86,3,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,134,-11,7,113,55,14,793,
24/06/2018,2714,3,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,-1,9,111,69,8,1000,0
25/06/2018,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,195,61,6,96,39,22,574,
25/06/2018,86,3,1,297,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,195,29,4,156,43,28,625,
25/06/2018,2714,3,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,-1,9,98,59,15,886,0
26/06/2018,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,98,-23,5,149,51,12,745,
26/06/2018,86,3,1,297,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,53,7,121,59,16,844,0
26/06/2018,2714,3,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,-1,9,98,61,11,883,0
27/06/2018,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,109,-13,5,105,39,19,523,
27/06/2018,86,3,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,186,14,6,127,53,20,760,
27/06/2018,2714,3,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,-1,8,102,57,14,814,0
28/06/2018,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,108,-11,6,131,52,13,787,
28/06/2018,86,3,1,297,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,156,-6,9,93,58,16,841,0
28/06/2018,2714,3,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,-1,9,97,61,14,874,0
29/06/2018,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,86,-30,10,65,45,14,652,
29/06/2018,86,3,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,116,-31,10,74,51,17,736,
29/06/2018,2714,3,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,3,8,110,61,12,878,0
30/06/2018,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,117,-2,8,77,44,17,616,
30/06/2018,86,3,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,148,-13,9,55,35,32,499,
30/06/2018,2714,3,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,-1,8,81,45,18,648,0
1/7/18,26,14,2,401,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,7,93,45,14,651,0
1/7/18,86,3,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,163,1,6,79,33,34,475,
1/7/18,2714,3,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,28,6,107,45,22,643,0
2/7/18,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,143,28,9,82,50,15,736,
2/7/18,86,10,2,0,Milk,Fresh (Calving),3450,143,4.6,0,3.74,0,3.94,0,9.7,0,0.3,0,144,0,2269864,0,238,46,14,82,98,19,1141,0
2/7/18,2714,10,2,0,Milk,Fresh (Calving),4394,183,5.11,0,3.95,0,3.95,0,9.1,0,0.32,0,131,0,17179089,0,224,82,16,28,40,45,448,0
3/7/18,26,14,2,401,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,-44,-1,-1,-1,-1,-1,0
3/7/18,86,1,2,1,Milk,Fresh (Calving),20344,847,4.04,0,3.43,0,4.53,0,9.7,0,0.18,0,269,,3443500,,180,-15,-1,-1,-1,-1,-1,0
3/7/18,2714,1,2,1,Milk,Fresh (Calving),18906,787,4.13,0,3.55,0,4.3,0,9.7,0,0.69,0,139,0,204644,0,319,149,-1,-1,-1,-1,-1,0
4/7/18,26,14,2,401,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0
4/7/18,86,1,2,2,Milk,Fresh (Calving),22191,924,4.01,0,3.45,0,4.72,0,10.2,0,0.07,0,186,,241546,,122,-31,7,89,47,24,621,0
4/7/18,2714,1,2,2,Milk,Fresh (Calving),25564,1065,4.1,0,3.49,0,4.59,0,9.8,0,0.11,0,147,0,193642,0,225,-1,6,75,34,51,448,0
5/7/18,26,14,2,401,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,8,-1,-1,-1,-1,-1,0
5/7/18,86,4,2,3,Milk,Fresh (Calving),20587,857,4.61,0,3.43,0,4.63,0,10.1,0,0.02,0,213,,149968,,147,-18,-1,-1,-1,-1,-1,0
5/7/18,2714,4,2,3,Milk,Fresh (Calving),34232,1426,3.85,0,3.05,0,4.8,0,9.3,0,0.05,0,148,0,2123245,0,225,54,-1,-1,-1,-1,-1,0
6/7/18,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,108,1,9,78,49,13,706,
6/7/18,86,4,2,4,Milk,Fresh (Calving),24326,1013,4.9,3.68,3.22,3.46,4.7,4.82,9.8,9.8,0.02,0.12,202,167,623734,1150800,140,-46,-1,-1,-1,-1,-1,0
6/7/18,2714,4,2,4,Milk,Fresh (Calving),39344,1639,4.04,4.25,3.06,3.42,4.85,4.44,8.8,9.3,0.09,0.15,168,136,400866,57676,223,6,-1,-1,-1,-1,-1,0
7/7/18,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,189,77,6,111,45,18,664,
7/7/18,86,4,2,5,Milk,Fresh (Calving),24832,1034,3.99,3.79,3.03,3.19,4.84,4.28,10,9.7,0,0.05,173,174,319153,397173,186,-9,-1,-1,-1,-1,-1,0
7/7/18,2714,4,2,5,Milk,Fresh (Calving),40477,1686,4.4,4.05,2.7,3.36,4.93,4.58,8.6,9.3,0,0.1,167,137,11271975,422508,191,-1,-1,-1,-1,-1,-1,0
8/7/18,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,115,0,7,95,47,14,667,
8/7/18,86,4,2,6,Milk,Fresh (Calving),30455,1268,4.04,4.28,3.11,3.27,4.61,4.53,9.7,9.6,0.04,0.03,240,189,306901853,304819,188,22,-1,-1,-1,-1,-1,0
8/7/18,2714,4,2,6,Milk,Fresh (Calving),41425,1726,4.29,3.97,2.82,3.27,4.89,4.71,8.6,9.2,0,0.07,175,140,8128302,93430,220,4,7,83,40,38,583,0
9/7/18,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,104,-13,9,67,42,15,604,
9/7/18,86,4,2,7,Milk,Fresh (Calving),30713,1279,4.09,4.22,3.01,3.2,4.7,4.6,9.6,9.6,0.04,0.02,256,182,21183621,224724,185,33,9,59,35,38,532,0
9/7/18,2714,4,2,7,Milk,Fresh (Calving),43841,1826,4.31,3.85,2.75,2.98,4.91,4.45,8.4,9,0,0.06,175,145,12189895,254801,223,5,5,94,33,52,469,0
10/7/18,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,111,-4,9,77,48,13,696,
10/7/18,86,4,2,8,Milk,Fresh (Calving),28170,1173,4.05,4.15,3.08,3.18,4.71,4.6,9.9,9.6,0,0.01,213,188,14791086,300402,186,27,7,73,35,40,510,0
10/7/18,2714,4,2,8,Milk,Fresh (Calving),45607,1900,4.32,3.98,2.66,2.96,4.95,4.64,8.4,8.9,0.4,0.03,191,148,10399206,126084,220,3,5,74,26,64,369,0
11/7/18,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,120,3,8,80,46,17,640,
11/7/18,86,4,2,9,Milk,Fresh (Calving),35409,1475,3.89,4.14,3.03,3.14,4.76,4.61,9.8,9.6,0.01,0.01,265,191,2192805,786071,230,42,-1,-1,-1,-1,-1,0
11/7/18,2714,4,2,9,Milk,Fresh (Calving),42528,1772,4.27,4.04,2.77,2.91,4.81,4.69,8.5,8.8,0.19,0,167,151,12105986,154083,203,-1,5,64,22,72,319,0
12/7/18,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,133,18,7,91,44,20,634,
12/7/18,86,4,2,10,Milk,Fresh (Calving),32835,1368,3.77,4.07,3.09,3.06,4.89,4.58,9.9,9.6,0,0,243,191,1047128,962623,194,12,-1,-1,-1,-1,-1,0
12/7/18,2714,4,2,10,Milk,Fresh (Calving),43848,1827,4.21,4.05,2.89,2.82,4.8,4.72,8.6,8.6,0.45,0,207,158,3273405,121493,213,21,5,73,25,67,363,0
13/07/2018,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,114,-5,7,84,40,19,586,
13/07/2018,86,4,2,11,Milk,Fresh (Calving),34218,1425,3.42,4.06,2.97,3.01,4.89,4.6,9.8,9.6,0,0,278,201,2570394,1199725,174,31,8,49,30,50,393,0
13/07/2018,2714,4,2,11,Milk,Fresh (Calving),45009,1875,4.48,4.09,2.85,2.75,4.88,4.75,8.6,8.4,0.24,0,182,161,3556314,173231,199,5,5,81,28,54,403,0
14/07/2018,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,126,8,9,72,45,18,652,
14/07/2018,86,4,2,12,Milk,Fresh (Calving),35091,1462,3.82,4.07,2.97,3.08,4.79,4.75,9.9,9.5,0.01,0,253,205,224388105,825653,177,0,8,60,32,41,478,0
14/07/2018,2714,4,2,12,Milk,Fresh (Calving),47629,1984,4.45,4.14,2.68,2.73,4.75,4.75,8.7,8.3,0.37,0,201,169,576766,211875,211,9,5,82,28,52,408,0
15/07/2018,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,157,31,7,80,39,22,558,
15/07/2018,86,4,2,13,Milk,Fresh (Calving),36658,1527,3.91,3.88,3.05,3.05,4.77,4.77,10,9.5,0,0,275,213,128824,846099,171,7,-1,-1,-1,-1,-1,0
15/07/2018,2714,4,2,13,Milk,Fresh (Calving),47760,1990,4.37,4.22,2.61,2.71,4.83,4.76,8.7,8.3,0,0,197,172,16481624,1136531,215,19,6,72,30,54,430,0
16/07/2018,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,138,9,7,104,49,15,730,
16/07/2018,86,4,2,14,Milk,Fresh (Calving),36344,1514,3.51,3.86,3.05,3.04,4.78,4.77,10,9.5,0,0,292,224,334965,1638850,161,-13,-1,-1,-1,-1,-1,0
16/07/2018,2714,4,2,14,Milk,Fresh (Calving),46888,1953,4.31,4.33,2.64,2.77,4.7,4.86,8.7,8.3,0.42,0,198,177,64714,1108893,187,-1,4,94,27,57,375,0
17/07/2018,26,3,2,401,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,10,6,80,34,24,481,0
17/07/2018,86,4,2,15,Milk,Fresh (Calving),37067,1544,3.81,3.85,3.1,3.03,4.71,4.79,9.8,9.6,0.01,0,262,231,6266137,813316,187,2,-1,-1,-1,-1,-1,0
17/07/2018,2714,4,2,15,Milk,Fresh (Calving),48850,2035,4.29,4.35,2.53,2.74,4.79,4.85,8.4,8.4,0.2,0,213,179,24490628,89978,192,-1,6,84,33,43,502,0
18/07/2018,26,3,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,210,65,5,129,45,23,646,
18/07/2018,86,4,2,16,Milk,Fresh (Calving),39223,1634,3.65,3.77,3.12,3.03,4.75,4.8,9.7,9.7,0.01,0,276,240,3523708,138188,188,7,-1,-1,-1,-1,-1,0
18/07/2018,2714,4,2,16,Milk,Fresh (Calving),48553,2023,4.28,4.34,2.71,2.73,4.74,4.82,8.7,8.4,0.59,0.04,200,182,794328,50366,202,4,4,94,26,60,375,0
19/07/2018,26,3,2,401,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,113,-15,5,159,56,15,796,
19/07/2018,86,4,2,17,Milk,Fresh (Calving),38374,1598,3.43,3.74,3.03,3.04,4.67,4.8,9.7,9.7,0.01,0,255,247,1485935,176036,171,2,-1,-1,-1,-1,-1,0
19/07/2018,2714,4,2,17,Milk,Fresh (Calving),49810,2075,4.21,4.34,2.67,2.7,4.77,4.79,8.8,8.4,0.21,0.06,207,184,3698280,76807,214,11,6,61,25,64,364,0
20/07/2018,26,3,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,143,7,5,126,43,18,628,
20/07/2018,86,4,2,18,Milk,Fresh (Calving),40640,1693,3.16,3.71,3.02,3.05,4.68,4.8,9.7,9.7,0.01,0,269,250,801677,197454,168,13,-1,-1,-1,-1,-1,0
20/07/2018,2714,4,2,18,Milk,Fresh (Calving),52451,2185,4.31,4.34,2.64,2.7,4.74,4.78,8.7,8.4,0.43,0.1,216,187,717794,127308,209,9,5,85,30,55,426,0
21/07/2018,26,3,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,158,15,4,188,53,14,754,
21/07/2018,86,4,2,19,Milk,Fresh (Calving),42232,1759,3.19,3.66,3.1,3.04,4.66,4.77,10.1,9.7,0.07,0,301,252,5248077,198224,169,36,-1,-1,-1,-1,-1,0
21/07/2018,2714,4,2,19,Milk,Fresh (Calving),51905,2162,4.07,4.34,2.66,2.67,4.8,4.78,8.9,8.5,0.1,0.06,215,188,1757923,305031,188,1,4,96,29,56,385,0
22/07/2018,26,3,2,401,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,5,3,18,4,152,54,0
22/07/2018,86,4,2,20,Milk,Fresh (Calving),45603,1900,3.28,3.61,3.06,3.05,4.63,4.73,9.8,9.6,0.03,0,317,255,11748980,321615,184,6,-1,-1,-1,-1,-1,0
22/07/2018,2714,4,2,20,Milk,Fresh (Calving),50339,2097,4.17,4.32,2.61,2.64,4.75,4.76,9,8.5,0.31,0.09,216,192,34119290,188295,192,4,6,76,29,52,457,0
23/07/2018,26,3,2,401,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,144,-1,4,142,40,22,567,
23/07/2018,86,4,2,21,Milk,Fresh (Calving),46189,1924,3.54,3.51,3.06,3.07,4.58,4.71,10.3,9.6,0.02,0,290,260,8184649,599375,158,10,-1,-1,-1,-1,-1,0
23/07/2018,2714,4,2,21,Milk,Fresh (Calving),53035,2209,3.98,4.26,2.63,2.64,4.73,4.77,8.8,8.5,0.11,0.03,208,193,4602566,342305,216,11,5,87,30,52,435,0
24/07/2018,26,3,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,118,-20,4,49,14,26,196,
24/07/2018,86,4,2,22,Milk,Fresh (Calving),46326,1930,3.32,3.43,2.97,3.07,4.57,4.7,9.9,9.6,0.02,0,278,261,33036,676555,177,31,8,73,41,30,586,0
24/07/2018,2714,4,2,22,Milk,Fresh (Calving),48041,2001,4.08,4.23,2.63,2.64,4.74,4.76,8.9,8.6,0.01,0.07,207,195,10641428,824993,197,-1,8,69,40,34,550,0
25/07/2018,26,3,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,126,-11,5,136,49,16,682,
25/07/2018,86,4,2,23,Milk,Fresh (Calving),45229,1884,3.35,3.43,3.12,3.07,4.55,4.67,9.9,9.7,0.03,0.01,334,263,23388370,1021352,188,39,-1,-1,-1,-1,-1,0
25/07/2018,2714,4,2,23,Milk,Fresh (Calving),53112,2213,3.88,4.19,2.74,2.63,4.7,4.76,8.6,8.6,0.39,0,212,197,2182728,1385678,184,-1,-1,-1,-1,-1,-1,0
26/07/2018,26,3,2,401,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,109,-23,5,139,47,16,697,
26/07/2018,86,4,2,24,Milk,Fresh (Calving),43254,1802,3.46,3.37,2.9,3.05,4.54,4.65,10,9.7,0.02,0.01,282,266,1051961,752260,219,60,-1,-1,-1,-1,-1,0
26/07/2018,2714,4,2,24,Milk,Fresh (Calving),52208,2175,3.56,4.16,2.62,2.65,4.68,4.76,9.2,8.6,0.15,0,244,198,2877399,1080797,207,19,7,62,28,55,436,0
27/07/2018,26,3,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,131,-6,6,114,48,16,687,
27/07/2018,86,4,2,25,Milk,Fresh (Calving),46738,1947,2.97,3.33,2.99,3.06,4.53,4.62,9.8,9.7,0.04,0.01,305,271,36812896,510929,195,16,6,100,42,34,598,0
27/07/2018,2714,4,2,25,Milk,Fresh (Calving),51163,2131,3.87,4.1,2.62,2.66,4.67,4.75,8.7,8.6,0.25,0,230,200,7128532,1162580,194,17,4,91,25,64,363,0
28/07/2018,26,3,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,85,-36,7,105,53,13,736,
28/07/2018,86,4,2,26,Milk,Fresh (Calving),49183,2049,3.15,3.33,3.08,3.04,4.5,4.6,9.7,9.7,0.06,0.01,324,274,47315146,581957,172,13,5,79,29,48,396,0
28/07/2018,2714,4,2,26,Milk,Fresh (Calving),55025,2292,3.69,4.01,2.68,2.65,4.65,4.73,8.5,8.7,0.51,0,243,203,1909853,940261,205,23,6,85,36,42,511,0
29/07/2018,26,3,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,102,-21,7,115,54,11,805,
29/07/2018,86,4,2,27,Milk,Fresh (Calving),43691,1820,2.99,3.3,3.19,3.03,4.47,4.58,10.1,9.7,0.04,0.01,316,279,5546256,659328,178,20,9,58,35,40,520,0
29/07/2018,2714,4,2,27,Milk,Fresh (Calving),56237,2343,3.81,3.95,2.69,2.65,4.65,4.72,8.7,8.6,0.19,0.01,221,203,5571855,940822,208,14,7,55,27,61,382,0
30/07/2018,26,3,2,401,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,99,-21,7,134,66,7,935,
30/07/2018,86,4,2,28,Milk,Fresh (Calving),42881,1786,3.05,3.3,3.12,3.03,4.55,4.56,9.8,9.6,0.04,0.02,293,284,36307800,3197384,175,3,5,109,38,36,547,0
30/07/2018,2714,4,2,28,Milk,Fresh (Calving),55552,2314,3.58,3.89,2.64,2.65,4.69,4.7,9.4,8.6,0.11,0.01,245,206,2409905,948056,230,31,6,48,20,93,285,0
31/07/2018,26,3,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,120,2,8,87,48,14,694,
31/07/2018,86,4,2,29,Milk,Fresh (Calving),49877,2078,3.34,3.25,3.02,3.05,4.48,4.54,10,9.7,0.08,0.02,318,287,461317,971885,197,13,8,62,34,42,492,0
31/07/2018,2714,4,2,29,Milk,Fresh (Calving),53103,2212,3.76,3.84,2.67,2.66,4.68,4.69,8.9,8.6,0.03,0.04,215,209,5874894,1001885,184,2,5,97,34,40,487,0
1/8/18,26,3,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,105,-9,10,72,50,13,724,
1/8/18,86,4,2,30,Milk,Fresh (Calving),45184,1882,3.38,3.19,2.83,3.05,4.44,4.53,10.1,9.6,0.04,0.02,290,288,243781,699500,176,9,6,73,30,43,436,0
1/8/18,2714,4,2,30,Milk,Fresh (Calving),46038,1918,3.9,3.78,2.58,2.67,4.57,4.68,8.8,8.6,0.57,0.05,234,212,30408836,1788865,161,-1,7,80,39,33,558,0
2/8/18,26,3,2,401,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,117,5,10,86,60,10,856,
2/8/18,86,4,2,31,Milk,Fresh (Calving),48302,2012,3.34,3.19,3.08,3.06,4.31,4.52,10,9.7,0.07,0.03,311,292,1132400,769522,195,11,6,90,38,38,543,0
2/8/18,2714,4,2,31,Milk,Fresh (Calving),50662,2110,3.9,3.74,2.58,2.67,4.59,4.67,8.6,8.7,0.13,0.05,233,214,495450,848938,165,-1,-1,-1,-1,-1,-1,0
3/8/18,26,3,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,151,37,12,63,53,16,760,
3/8/18,86,4,2,32,Milk,Fresh (Calving),49356,2056,3.23,3.19,3.06,3.02,4.49,4.5,10.1,9.6,0.04,0.03,307,290,10327612,425862,177,9,-1,-1,-1,-1,-1,0
3/8/18,2714,4,2,32,Milk,Fresh (Calving),51413,2142,3.76,3.74,2.67,2.65,4.61,4.66,8.7,8.7,0.04,0.06,215,215,24322048,846114,158,-1,6,96,40,33,574,0
4/8/18,26,3,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,93,-18,7,124,60,8,865,
