datesql,Animal_ID,Group_ID,Lactation_Num,DIM,AnimalStatus,Gynecology_Status,Yield(gr),ProdRate(gr/hr),Fat(%),Avg_Fat(%),Protein(%),Avg_Protein(%),Lactose,Avg_Lactose(%),Conductivity,Avg_Conductivity,Blood(%),Avg_Blood(%),Milking_Time(seconds),Avg_Milking_Time(seconds),SCC(*1000/ml),Avg_SCC(*1000/ml),Activity(steps/hr),ActivityDeviation(%),RestBout(#),RestPerBout(min),RestRatio(%),RestRestlessness,RestTime(min),Weight(gr)
18/04/2018,26,23,2,354,Milk,Pregnant,26843,1118,4.39,4.16,3.31,3.13,4.56,4.47,11.6,11.2,0.06,0.04,201,201,389942,3041859,107,-7,9,104,66,12,938,0
18/04/2018,86,6,1,278,Milk,Pregnant,35490,1478,3.64,3.61,3.42,3.32,4.34,4.45,9.5,9.3,0.03,0.02,226,219,241546,187748,159,25,9,82,47,21,739,0
18/04/2018,2714,6,1,276,Milk,Pregnant,36597,1524,4.12,3.7,3.13,2.87,4.51,4.18,9.4,8.9,0.53,0.02,193,175,14723132,458266,174,-1,8,66,37,37,532,0
19/04/2018,26,23,2,355,Milk,Pregnant,26602,1108,4.35,4.15,3.37,3.15,4.55,4.47,11.9,11.2,0.06,0.04,249,200,1918668,751630,121,8,7,94,46,21,657,0
19/04/2018,86,6,1,279,Milk,Pregnant,34037,1418,3.63,3.61,3.36,3.33,4.42,4.45,9.4,9.3,0.03,0.02,221,222,4017908,495126,121,31,9,73,46,21,661,0
19/04/2018,2714,6,1,277,Milk,Pregnant,34406,1433,4.13,3.83,3.14,2.96,4.55,4.31,9.7,9,0.03,0.02,169,178,3926448,801124,198,1,6,65,27,57,391,0
20/04/2018,26,23,2,356,Milk,Pregnant,27488,1145,4.06,4.16,3.29,3.17,4.4,4.45,13.7,11.2,0.2,0.04,215,198,8590135,289867,122,12,8,99,54,18,793,0
20/04/2018,86,6,1,280,Milk,Pregnant,34350,1431,3.56,3.52,3.4,3.25,4.45,4.33,9.4,9.3,0.03,0.02,214,221,11455129,475086,158,49,-1,-1,-1,-1,-1,0
20/04/2018,2714,6,1,278,Milk,Pregnant,35393,1474,4.21,3.96,3.15,3.06,4.53,4.44,9.3,8.9,0.02,0.02,184,177,901570,1532585,205,6,6,70,29,53,420,0
21/04/2018,26,23,2,357,Milk,Pregnant,29464,1227,4.23,4.18,3.25,3.17,4.54,4.45,12.3,11.2,0.08,0.04,198,197,161064,290174,113,3,9,91,58,15,818,0
21/04/2018,86,6,1,281,Milk,Pregnant,37600,1566,3.82,3.53,3.38,3.25,4.39,4.32,9.5,9.3,0.04,0.02,244,218,222331051,1603940,131,4,-1,-1,-1,-1,-1,0
21/04/2018,2714,6,1,279,Milk,Pregnant,37030,1542,4.1,4,3.18,3.08,4.54,4.46,9.2,9,0.33,0.02,193,176,2142889,1625049,188,-1,7,77,37,41,538,0
22/04/2018,26,23,2,358,Milk,Pregnant,28223,1175,4.32,4.14,3.39,3.17,4.55,4.42,11.8,11.4,0.06,0.04,195,199,363914,792573,139,22,11,67,51,19,738,0
22/04/2018,86,6,1,282,Milk,Pregnant,33823,1409,3.69,3.53,3.44,3.26,4.44,4.32,9.3,9.2,0.03,0.02,218,214,190985386,1986944,153,21,-1,-1,-1,-1,-1,0
22/04/2018,2714,6,1,280,Milk,Pregnant,39082,1628,4.06,4.05,3.28,3.08,4.53,4.46,9.5,9,0.05,0.02,187,176,326587,962630,182,6,7,70,34,42,490,0
23/04/2018,26,23,2,359,Milk,Pregnant,27988,1166,4.08,4.15,3.29,3.18,4.54,4.42,12.4,11.4,0.09,0.05,201,199,820351,782621,151,28,7,121,57,16,845,0
23/04/2018,86,6,1,283,Milk,Pregnant,33459,1394,3.81,3.56,3.34,3.27,4.46,4.31,9.5,9.2,0.16,0.02,206,215,1049542,1987555,138,11,-1,-1,-1,-1,-1,0
23/04/2018,2714,6,1,281,Milk,Pregnant,38759,1614,3.94,4.07,3.14,3.09,4.52,4.46,9,9,0.33,0.02,192,175,44565642,893101,173,-1,7,65,32,45,456,0
24/04/2018,26,23,2,360,Milk,Pregnant,28296,1179,4.07,4.04,3.26,3.12,4.61,4.29,12.1,11.3,0.05,0.04,185,197,1352072,774489,117,-5,9,97,63,14,871,0
24/04/2018,86,6,1,284,Milk,Pregnant,32764,1365,3.6,3.57,3.35,3.29,4.44,4.31,9.7,9.2,0.04,0.02,222,215,16672476,1977983,135,2,-1,-1,-1,-1,-1,0
24/04/2018,2714,6,1,282,Milk,Pregnant,36808,1533,3.98,4.06,3.2,3.12,4.56,4.45,9.6,9,0.07,0.02,190,177,17864869,508435,217,15,8,55,31,45,442,0
25/04/2018,26,23,2,361,Milk,Pregnant,27520,1146,4.22,4.12,3.25,3.22,4.55,4.42,12.4,11.4,0.08,0.05,230,196,2349631,449759,114,4,9,90,56,15,808,0
25/04/2018,86,6,1,285,Milk,Pregnant,33891,1412,3.81,3.61,3.43,3.29,4.4,4.31,9.5,9.3,0.03,0.02,235,213,195434110,1186933,120,-7,-1,-1,-1,-1,-1,0
25/04/2018,2714,6,1,283,Milk,Pregnant,36741,1530,4.11,3.95,3.19,3.03,4.55,4.34,9.9,9.1,0.04,0.03,194,178,366437,668372,177,17,5,100,35,42,498,0
26/04/2018,26,23,2,362,Milk,Pregnant,26143,1089,3.96,4.11,3.26,3.22,4.59,4.43,12.2,11.3,0.07,0.05,212,192,87096,177131,110,-7,9,94,57,14,847,0
26/04/2018,86,6,1,286,Milk,Pregnant,33528,1397,3.56,3.51,3.41,3.23,4.42,4.22,9.6,9.3,0.04,0.02,233,212,228034,1492421,155,28,11,65,48,21,715,0
26/04/2018,2714,6,1,284,Milk,Pregnant,34725,1446,4.12,3.9,3.22,3.03,4.55,4.33,8.9,9.1,0.03,0.04,183,179,74816,523342,183,13,6,92,38,37,550,0
27/04/2018,26,23,2,363,Milk,Pregnant,27805,1158,4.18,4.08,3.35,3.21,4.57,4.42,12.1,11.4,0.07,0.05,235,195,651628,442362,133,14,10,77,54,17,766,0
27/04/2018,86,6,1,287,Milk,Pregnant,33298,1387,3.4,3.63,3.42,3.32,4.37,4.34,9.6,9.3,0.05,0.02,207,210,3723917,5686754,143,13,10,51,35,32,508,0
27/04/2018,2714,6,1,285,Milk,Pregnant,37628,1567,3.92,3.91,3.23,3.04,4.56,4.34,9.3,9.2,0.03,0.03,190,179,954992,451003,184,14,9,53,33,45,481,0
28/04/2018,26,23,2,364,Milk,Pregnant,25573,1065,3.9,3.96,3.29,3.14,4.5,4.35,12.5,11.6,0.1,0.05,201,193,13489632,159728,132,9,9,88,55,17,793,0
28/04/2018,86,6,1,288,Milk,Pregnant,33997,1416,3.59,3.63,3.43,3.33,4.41,4.34,9.5,9.3,0.04,0.02,213,210,261216,5662092,135,59,-1,-1,-1,-1,-1,0
28/04/2018,2714,6,1,286,Milk,Pregnant,36905,1537,3.89,3.98,3.16,3.12,4.56,4.42,9.2,9.1,0.04,0.03,181,180,13583131,246348,189,4,7,84,41,34,589,0
29/04/2018,26,23,2,365,Milk,Pregnant,27044,1126,4.11,3.98,3.33,3.15,4.54,4.37,12,11.6,0.09,0.05,231,195,16368173,193931,119,8,9,98,60,13,886,0
29/04/2018,86,6,1,289,Milk,Pregnant,34489,1437,3.85,3.54,3.42,3.26,4.41,4.23,9.4,9.3,0.03,0.02,222,209,228559,5633037,143,13,-1,-1,-1,-1,-1,0
29/04/2018,2714,6,1,287,Milk,Pregnant,34947,1456,4.2,3.94,3.2,3.13,4.6,4.43,9.8,9.1,0.27,0.03,170,181,920449,229167,176,2,8,64,34,40,510,0
30/04/2018,26,23,2,366,Milk,Pregnant,26584,1107,4.08,3.92,3.34,3.15,4.58,4.36,10.9,11.5,0.04,0.05,228,195,12560298,258710,129,8,9,86,55,16,772,0
30/04/2018,86,6,1,290,Milk,Pregnant,32414,1350,3.81,3.49,3.27,3.26,4.42,4.23,11,9.4,0.05,0.02,203,206,1581247,406361,163,27,7,91,43,26,639,0
30/04/2018,2714,6,1,288,Milk,Pregnant,35070,1461,3.95,3.9,3.25,3.12,3.45,4.43,9.9,9.1,0.12,0.03,184,180,4008668,254658,155,-1,5,106,37,34,532,0
1/5/18,26,23,2,367,Milk,Pregnant,25716,1071,3.49,4.01,3.33,3.23,2.8,4.47,12.2,11.6,0.19,0.06,210,197,8090958,292821,119,1,10,85,58,15,850,0
1/5/18,86,6,1,291,Milk,Pregnant,31402,1308,3.72,3.51,3.36,3.25,4.41,4.21,9.4,9.4,0.05,0.02,200,205,217270064,170616,154,16,7,73,37,31,514,0
1/5/18,2714,6,1,289,Milk,Pregnant,34419,1434,4.24,3.92,3.21,3.11,4.55,4.44,9.6,9.1,0.06,0.03,189,178,158489249,464502,195,20,6,63,26,59,378,0
2/5/18,26,23,2,368,Milk,Pregnant,25211,1050,4.18,4,3.4,3.23,4.59,4.47,11.1,11.4,0.05,0.05,208,199,2306746,334613,162,49,8,78,43,23,622,0
2/5/18,86,6,1,292,Milk,Pregnant,33077,1378,3.29,3.51,3.45,3.23,3.88,4.2,9.5,9.5,0.2,0.02,214,204,1782378,191163,152,30,7,88,41,27,613,0
2/5/18,2714,6,1,290,Milk,Pregnant,35192,1466,4.17,4.03,3.36,3.21,4.57,4.44,9.3,9.2,0.57,0.03,203,175,2128139,501470,170,4,5,99,34,41,496,0
3/5/18,26,23,2,369,Milk,Pregnant,24606,1025,4.2,3.91,3.32,3.24,4.54,4.23,11.8,11.5,0.06,0.06,195,199,190985386,454169,102,-9,12,81,67,11,973,0
3/5/18,86,6,1,293,Milk,Pregnant,31623,1317,3.55,3.6,3.3,3.31,4.43,4.3,9.7,9.4,0.04,0.02,210,202,3981070,346938,165,25,4,127,39,31,508,0
3/5/18,2714,6,1,291,Milk,Pregnant,36634,1526,3.74,4.06,3.21,3.21,3.69,4.44,9.5,9.2,0.19,0.03,185,174,15703631,227198,154,-1,6,83,36,38,496,0
4/5/18,26,23,2,370,Milk,Pregnant,25909,1079,4.02,3.9,3.38,3.26,4.56,4.23,11.8,11.3,0.06,0.04,192,194,619440,1047751,110,-1,11,78,59,13,853,0
4/5/18,86,6,1,294,Milk,Pregnant,34240,1426,3.93,3.53,3.33,3.31,4.41,4.22,9.5,9.4,0.03,0.03,223,203,319889595,314601,163,46,7,75,34,39,525,0
4/5/18,2714,6,1,292,Milk,Pregnant,37515,1563,4.15,4.07,3.18,3.24,4.55,4.43,9,9.1,0.03,0.03,189,175,3597491,448965,158,-1,7,87,40,31,606,0
5/5/18,26,23,2,371,Milk,Pregnant,22832,951,3.88,4.02,3.54,3.34,4,4.34,11.1,11.2,0.2,0.05,180,193,449779,3008529,114,3,9,99,63,13,887,0
5/5/18,86,6,1,295,Milk,Pregnant,29015,1208,3.82,3.53,3.33,3.29,4.46,4.22,9.5,9.4,0.05,0.03,215,201,279254,340829,145,25,-1,-1,-1,-1,-1,0
5/5/18,2714,6,1,293,Milk,Pregnant,36839,1534,4.2,4.02,3.2,3.23,4.53,4.31,9.7,9.2,0.53,0.04,226,177,2393316,1148330,192,22,7,63,31,50,442,0
6/5/18,26,23,2,372,Milk,Pregnant,27068,1127,3.74,4,3.51,3.35,3.94,4.33,11.1,11.1,0.17,0.05,223,188,3155005,3027848,108,-2,9,92,56,13,826,0
6/5/18,86,6,1,296,Milk,Pregnant,31538,1314,3.65,3.68,3.26,3.37,4.46,4.34,9.6,9.4,0.05,0.03,224,203,8629782,343053,163,10,-1,-1,-1,-1,-1,0
6/5/18,2714,6,1,294,Milk,Pregnant,38962,1623,4.15,4.05,3.17,3.23,4.62,4.31,9.3,9.2,0.04,0.04,199,177,2103778,1469771,184,15,7,59,29,53,412,0
7/5/18,26,23,2,373,Milk,Pregnant,24815,1033,4.25,4,3.3,3.38,4.54,4.26,11.6,11,0.07,0.05,199,186,4064435,1047549,102,7,11,78,60,13,859,0
7/5/18,86,6,1,297,Milk,Pregnant,32043,1335,3.94,3.71,3.37,3.35,4.47,4.34,9.3,9.4,0.03,0.03,202,201,130316609,327956,133,2,-1,-1,-1,-1,-1,0
7/5/18,2714,6,1,295,Milk,Pregnant,35110,1462,3.81,4.09,3.31,3.23,3.55,4.31,9,9.2,0.37,0.08,190,181,2624219,1045573,185,11,7,80,39,35,561,0
8/5/18,26,23,2,374,Milk,Pregnant,26189,1091,3.88,3.94,3.41,3.4,4.18,4.18,13.2,10.8,0.07,0.05,177,184,158489,1304453,106,11,11,84,64,12,919,0
8/5/18,86,14,1,297,Dry,Pregnant,28089,1170,3.83,3.68,3.4,3.33,4.38,4.35,9.3,9.4,0.05,0.03,191,201,25351274,365386,158,52,-1,-1,-1,-1,-1,0
8/5/18,2714,14,1,295,Dry,Pregnant,37286,1553,4.06,4.09,3.26,3.23,4.55,4.32,9.9,9.2,0.26,0.04,196,186,1845014,1174800,165,2,1,175,36,40,175,0
9/5/18,26,23,2,375,Milk,Pregnant,25566,1065,4.03,3.96,3.17,3.4,4.54,4.17,12.8,10.9,0.07,0.05,194,182,148936,926308,96,2,10,84,58,13,841,0
9/5/18,86,14,1,297,Dry,Pregnant,15379,1089,4.02,3.7,3.34,3.36,4.38,4.3,9.4,9.3,0.04,0.03,174,201,2618184,383000,253,122,4,114,32,45,456,0
9/5/18,2714,14,1,295,Dry,Pregnant,18150,1308,4.49,4.15,3.3,3.24,4.55,4.38,10.1,9.1,0.04,0.05,173,186,2409905,627697,301,87,5,68,24,72,342,0
10/5/18,26,23,2,376,Milk,Pregnant,25212,1050,4.27,4.04,3.14,3.4,4.61,4.4,11.8,11,0.06,0.05,212,181,3076096,644381,105,17,8,105,60,13,838,0
10/5/18,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,164,32,3,80,17,81,241,
10/5/18,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,3,7,50,24,57,352,0
11/5/18,26,23,2,377,Milk,Pregnant,25421,1059,4.07,4.02,3.13,3.36,4.58,4.39,12.6,11.2,0.09,0.05,214,182,2992263,277220,107,3,10,88,61,13,877,0
11/5/18,86,14,1,297,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,34,4,132,37,30,528,0
11/5/18,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,27,6,61,25,59,366,0
12/5/18,26,23,2,378,Milk,Pregnant,21704,904,4.32,4.03,3.15,3.34,4.6,4.41,12.2,11.1,0.07,0.04,182,183,234963438,322366,112,10,11,79,60,12,871,0
12/5/18,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,183,24,4,122,34,34,487,
12/5/18,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,8,6,65,27,54,391,0
13/05/2018,26,23,2,379,Milk,Pregnant,24084,1003,4.21,4.04,3.13,3.3,4.56,4.41,11.9,11.3,0.07,0.05,194,184,12359474,790654,95,-8,9,102,64,11,920,0
13/05/2018,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,131,-17,5,133,46,18,664,
13/05/2018,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,9,5,104,36,36,522,0
14/05/2018,26,23,2,380,Milk,Pregnant,24317,1013,4.32,4.1,3.18,3.25,4.61,4.49,12.5,11.4,0.06,0.04,215,184,849180,834232,119,17,8,97,54,16,775,0
14/05/2018,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,124,-21,4,108,30,33,430,
14/05/2018,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,29,5,91,32,44,457,0
15/05/2018,26,23,2,381,Milk,Pregnant,21938,914,4.36,4.17,3.24,3.19,4.61,4.58,11.8,11.6,0.04,0.05,208,183,3971915,778410,119,37,14,67,64,12,943,0
15/05/2018,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,133,-14,3,170,35,24,510,
15/05/2018,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,-1,5,86,30,43,429,0
16/05/2018,26,23,2,382,Milk,Pregnant,24691,1028,4.32,4.19,3.23,3.17,4.55,4.59,12.1,11.7,0.06,0.04,209,183,122743851,476777,116,30,7,132,64,12,925,0
16/05/2018,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,124,-22,3,168,35,27,505,
16/05/2018,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,-1,7,77,38,33,541,0
17/05/2018,26,23,2,383,Milk,Pregnant,21796,908,4.04,4.23,3.19,3.16,4.64,4.59,12.4,11.5,0.06,0.04,172,186,1172194,646295,109,21,10,80,56,14,799,0
17/05/2018,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,130,-20,6,80,33,31,478,
17/05/2018,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,-1,5,101,35,33,505,0
18/05/2018,26,23,2,384,Milk,Pregnant,20582,857,4.22,4.27,3.23,3.17,4.6,4.59,11.1,11.5,0.05,0.04,186,187,831763,1059414,118,15,11,76,59,14,835,0
18/05/2018,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,153,-4,5,135,47,18,675,
18/05/2018,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,-1,4,93,26,54,372,0
19/05/2018,26,23,2,385,Milk,Pregnant,23163,965,4.29,4.24,3.26,3.18,4.63,4.59,11.3,11.5,0.06,0.04,186,182,2546831,684096,135,29,7,110,55,16,772,0
19/05/2018,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,137,-7,4,162,45,18,649,
19/05/2018,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,-1,7,75,37,33,526,0
20/05/2018,26,23,2,386,Milk,Pregnant,22939,955,4.3,4.27,3.22,3.19,4.63,4.59,11.7,11.4,0.07,0.04,211,178,1158777,529355,111,19,11,71,53,16,781,0
20/05/2018,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,112,-22,5,105,37,26,526,
20/05/2018,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,-1,3,147,31,40,442,0
21/05/2018,26,23,2,387,Milk,Pregnant,23452,977,4.21,4.27,3.21,3.21,4.57,4.6,12.5,11.2,0.07,0.03,194,177,13243,1079622,110,17,10,84,59,13,835,0
21/05/2018,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,119,-11,7,70,34,27,493,
21/05/2018,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,2,7,69,33,38,480,0
22/05/2018,26,23,2,388,Milk,Pregnant,22345,931,4.41,4.28,3.2,3.23,4.6,4.61,11.7,11.1,0.06,0.03,182,174,161435923,649390,103,-6,8,92,51,11,736,0
22/05/2018,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,119,-7,7,107,52,14,748,
22/05/2018,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,-1,6,92,38,27,553,0
23/05/2018,26,23,2,389,Milk,Pregnant,24831,1034,3.99,4.27,3.21,3.23,4.5,4.61,12.7,11.1,0.09,0.04,195,172,438530,632409,167,84,13,67,59,17,868,
23/05/2018,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,144,12,6,70,29,39,420,
23/05/2018,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,1,3,128,27,53,384,0
24/05/2018,26,23,2,390,Milk,Pregnant,23697,987,4.1,4.27,3.29,3.22,4.51,4.6,12.5,11.1,0.08,0.04,187,169,426579,600054,104,-1,12,74,63,11,884,0
24/05/2018,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,137,5,6,118,47,19,706,
24/05/2018,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,4,5,89,31,41,445,0
25/05/2018,26,23,2,391,Milk,Pregnant,25649,1068,4.05,4.22,3.24,3.22,4.59,4.6,11.9,11.2,0.07,0.04,220,167,278612,365711,145,46,12,68,56,16,817,0
25/05/2018,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,147,12,8,79,44,21,631,
25/05/2018,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,-1,6,102,43,28,613,0
26/05/2018,26,23,2,392,Milk,Pregnant,21065,877,4.14,4.22,3.25,3.23,4.55,4.58,12.1,11.3,0.07,0.05,161,169,4720628,333897,105,12,10,72,50,18,718,0
26/05/2018,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,137,3,6,129,54,13,775,
26/05/2018,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,7,5,94,33,34,468,0
27/05/2018,26,23,2,393,Milk,Pregnant,23961,998,4.35,4.08,3.3,3.14,4.57,4.44,12.4,11.3,0.06,0.05,179,174,3515604,224445,116,10,11,87,65,11,961,0
27/05/2018,86,14,1,297,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,-7,5,136,47,18,682,0
27/05/2018,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,-1,6,107,44,23,640,0
28/05/2018,26,23,2,394,Milk,Pregnant,24093,1003,4.02,4.05,3.25,3.13,4.54,4.42,13.3,11.4,0.09,0.05,173,173,463446,146382,107,15,13,57,53,17,742,0
28/05/2018,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,149,14,3,137,36,28,411,
28/05/2018,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,-1,4,140,39,30,562,0
29/05/2018,26,23,2,395,Milk,Pregnant,25524,1063,3.98,4.05,3.28,3.14,4.51,4.4,12.7,11.6,0.1,0.05,198,174,6123506,208259,106,5,9,98,61,12,886,0
29/05/2018,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,157,19,6,133,46,22,796,
29/05/2018,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,2,5,106,37,32,529,0
30/05/2018,26,23,2,396,Milk,Pregnant,22685,945,4.01,4.02,3.32,3.14,4.43,4.39,12.5,11.7,0.1,0.06,184,173,438530,244271,107,7,12,75,62,13,898,0
30/05/2018,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,185,35,6,60,25,54,358,
30/05/2018,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,15,5,37,13,93,183,0
31/05/2018,26,23,2,397,Milk,Pregnant,23106,962,3.84,3.98,3.36,3.17,4.31,4.4,12.2,11.8,0.12,0.06,224,177,288403175,145109,118,13,12,74,60,14,883,0
31/05/2018,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,127,-11,7,85,42,25,598,
31/05/2018,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,15,6,87,36,30,523,0
1/6/18,26,23,2,398,Milk,Pregnant,22248,927,4,3.98,3.34,3.18,4.47,4.39,12,11.7,0.1,0.06,187,176,3723917,150455,135,29,10,70,49,20,703,0
1/6/18,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,104,-27,8,101,56,14,805,
1/6/18,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,6,6,86,36,36,516,0
2/6/18,26,23,2,399,Milk,Pregnant,21704,904,4.16,3.94,3.48,3.19,4.38,4.36,12.1,11.7,0.1,0.07,205,179,21978,256142,100,3,14,63,62,12,877,0
2/6/18,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,198,40,5,116,40,28,579,
2/6/18,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,20,6,81,34,36,487,0
3/6/18,26,23,2,400,Milk,Pregnant,21617,900,4.41,4.05,3.23,3.3,4.54,4.48,11.7,11.7,0.06,0.07,175,175,792501,241474,118,9,11,76,58,15,841,0
3/6/18,86,14,1,297,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,18,7,87,42,24,607,0
3/6/18,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,5,6,91,38,31,547,0
4/6/18,26,23,2,401,Milk,Pregnant,21864,911,3.85,3.95,3.2,3.24,4.32,4.35,11.8,11.8,0.07,0.07,182,178,374972,212743,122,17,12,71,58,15,851,0
4/6/18,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,155,3,5,106,37,31,529,
4/6/18,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,-1,7,91,44,25,639,0
5/6/18,26,14,2,401,Dry,Pregnant,23695,987,4.17,3.96,3.34,3.23,4.45,4.35,11.9,11.7,0.08,0.07,191,177,17823784,225522,120,26,1,219,49,15,219,0
5/6/18,86,14,1,297,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,3,7,114,55,16,796,0
5/6/18,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,-1,8,78,44,27,628,0
6/6/18,26,14,2,401,Dry,Pregnant,11657,856,4.1,3.83,3.33,3.19,4.4,4.28,12.4,11.5,0.09,0.07,184,182,28510,143521,257,160,10,71,49,22,712,
6/6/18,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,184,17,5,120,42,27,598,
6/6/18,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,14,8,68,38,34,544,0
7/6/18,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,95,-8,8,67,38,20,538,
7/6/18,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,151,-6,6,96,40,29,579,
7/6/18,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,8,7,63,31,51,442,0
8/6/18,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,92,-12,5,128,45,14,640,
8/6/18,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,151,-6,5,123,43,24,613,
8/6/18,2714,14,1,295,Dry,Pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,5,7,84,41,31,585,0
9/6/18,26,14,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,74,-29,5,120,42,14,601,
9/6/18,86,14,1,297,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,168,7,6,114,48,20,685,
